parkname,lat,lng,wkday,hr_bkt,db
Millennium Park,42.279533,-71.17649399999999,0,2 pm - 4 pm,56.83
Millennium Park,42.279533,-71.17649399999999,0,3 am - 7 am,58.0
Millennium Park,42.279533,-71.17649399999999,0,5 pm - 8 pm,57.17
Millennium Park,42.279533,-71.17649399999999,0,8 am - 10 am,59.45
Millennium Park,42.279533,-71.17649399999999,0,9 pm - 11 pm,57.96
Millennium Park,42.279533,-71.17649399999999,1,11 am - 1 pm,57.83
Millennium Park,42.279533,-71.17649399999999,1,12 am - 2 am,61.2
Millennium Park,42.279533,-71.17649399999999,1,2 pm - 4 pm,57.14
Millennium Park,42.279533,-71.17649399999999,1,3 am - 7 am,58.23
Millennium Park,42.279533,-71.17649399999999,1,5 pm - 8 pm,57.43
Millennium Park,42.279533,-71.17649399999999,1,8 am - 10 am,59.78
Millennium Park,42.279533,-71.17649399999999,1,9 pm - 11 pm,58.18
Minuteman Bikeway,42.485942,-71.277214,0,11 am - 1 pm,65.98
Minuteman Bikeway,42.485942,-71.277214,0,12 am - 2 am,64.63
Minuteman Bikeway,42.485942,-71.277214,0,2 pm - 4 pm,66.32
Minuteman Bikeway,42.485942,-71.277214,0,3 am - 7 am,62.81
Minuteman Bikeway,42.485942,-71.277214,0,5 pm - 8 pm,66.22
Minuteman Bikeway,42.485942,-71.277214,0,8 am - 10 am,64.0
Minuteman Bikeway,42.485942,-71.277214,0,9 pm - 11 pm,65.94
Minuteman Bikeway,42.485942,-71.277214,1,11 am - 1 pm,66.08
Minuteman Bikeway,42.485942,-71.277214,1,12 am - 2 am,64.76
Minuteman Bikeway,42.485942,-71.277214,1,2 pm - 4 pm,66.43
Minuteman Bikeway,42.485942,-71.277214,1,3 am - 7 am,62.77
Minuteman Bikeway,42.485942,-71.277214,1,5 pm - 8 pm,66.29
Minuteman Bikeway,42.485942,-71.277214,1,8 am - 10 am,64.03
Minuteman Bikeway,42.485942,-71.277214,1,9 pm - 11 pm,65.95
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,11 am - 1 pm,65.35
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,12 am - 2 am,64.67
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,2 pm - 4 pm,65.43
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,3 am - 7 am,61.08
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,5 pm - 8 pm,65.19
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,8 am - 10 am,63.4
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,0,9 pm - 11 pm,65.13
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,11 am - 1 pm,65.38
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,12 am - 2 am,64.69
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,2 pm - 4 pm,65.49
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,3 am - 7 am,61.04
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,5 pm - 8 pm,65.23
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,8 am - 10 am,63.39
Mystic Lakes - Sandy Beach,42.44003657,-71.14597801,1,9 pm - 11 pm,65.12
National Park Service,42.25201847,-71.00347550000001,0,11 am - 1 pm,49.63
National Park Service,42.25201847,-71.00347550000001,0,12 am - 2 am,49.22
National Park Service,42.25201847,-71.00347550000001,0,2 pm - 4 pm,54.31
National Park Service,42.25201847,-71.00347550000001,0,3 am - 7 am,44.39
National Park Service,42.25201847,-71.00347550000001,0,5 pm - 8 pm,56.16
National Park Service,42.25201847,-71.00347550000001,0,8 am - 10 am,45.6
National Park Service,42.25201847,-71.00347550000001,0,9 pm - 11 pm,55.18
National Park Service,42.25201847,-71.00347550000001,1,11 am - 1 pm,49.5
National Park Service,42.25201847,-71.00347550000001,1,12 am - 2 am,49.71
National Park Service,42.25201847,-71.00347550000001,1,2 pm - 4 pm,54.52
National Park Service,42.25201847,-71.00347550000001,1,3 am - 7 am,44.41
National Park Service,42.25201847,-71.00347550000001,1,5 pm - 8 pm,56.49
National Park Service,42.25201847,-71.00347550000001,1,8 am - 10 am,45.42
National Park Service,42.25201847,-71.00347550000001,1,9 pm - 11 pm,55.41
Navy Fuel Pier,42.375,-71.03916931,0,11 am - 1 pm,53.13
Navy Fuel Pier,42.375,-71.03916931,0,12 am - 2 am,53.07
Navy Fuel Pier,42.375,-71.03916931,0,2 pm - 4 pm,56.67
Navy Fuel Pier,42.375,-71.03916931,0,3 am - 7 am,49.43
Navy Fuel Pier,42.375,-71.03916931,0,5 pm - 8 pm,57.67
Navy Fuel Pier,42.375,-71.03916931,0,8 am - 10 am,50.54
Navy Fuel Pier,42.375,-71.03916931,0,9 pm - 11 pm,56.82
Navy Fuel Pier,42.375,-71.03916931,1,11 am - 1 pm,53.4
Navy Fuel Pier,42.375,-71.03916931,1,12 am - 2 am,53.49
Navy Fuel Pier,42.375,-71.03916931,1,2 pm - 4 pm,57.1
Navy Fuel Pier,42.375,-71.03916931,1,3 am - 7 am,49.57
Navy Fuel Pier,42.375,-71.03916931,1,5 pm - 8 pm,58.1
Navy Fuel Pier,42.375,-71.03916931,1,8 am - 10 am,50.66
Navy Fuel Pier,42.375,-71.03916931,1,9 pm - 11 pm,57.14
Neponset Bike Path,42.26318,-71.07917990000001,0,11 am - 1 pm,67.99
Neponset Bike Path,42.26318,-71.07917990000001,0,12 am - 2 am,62.07
Neponset Bike Path,42.26318,-71.07917990000001,0,2 pm - 4 pm,67.05
Neponset Bike Path,42.26318,-71.07917990000001,0,3 am - 7 am,59.62
Neponset Bike Path,42.26318,-71.07917990000001,0,5 pm - 8 pm,63.85
Neponset Bike Path,42.26318,-71.07917990000001,0,8 am - 10 am,65.07
Neponset Bike Path,42.26318,-71.07917990000001,0,9 pm - 11 pm,63.22
Neponset Bike Path,42.26318,-71.07917990000001,1,11 am - 1 pm,67.83
Neponset Bike Path,42.26318,-71.07917990000001,1,12 am - 2 am,62.05
Neponset Bike Path,42.26318,-71.07917990000001,1,2 pm - 4 pm,66.78
Neponset Bike Path,42.26318,-71.07917990000001,1,3 am - 7 am,59.52
Neponset Bike Path,42.26318,-71.07917990000001,1,5 pm - 8 pm,63.82
Neponset Bike Path,42.26318,-71.07917990000001,1,8 am - 10 am,64.81
Neponset Bike Path,42.26318,-71.07917990000001,1,9 pm - 11 pm,63.11
Noanet Woodlands,42.2481809,-71.26928761,0,11 am - 1 pm,67.28
Noanet Woodlands,42.2481809,-71.26928761,0,12 am - 2 am,66.08
Noanet Woodlands,42.2481809,-71.26928761,0,2 pm - 4 pm,67.6
Noanet Woodlands,42.2481809,-71.26928761,0,3 am - 7 am,63.83
Noanet Woodlands,42.2481809,-71.26928761,0,5 pm - 8 pm,67.48
Noanet Woodlands,42.2481809,-71.26928761,0,8 am - 10 am,65.16
Noanet Woodlands,42.2481809,-71.26928761,0,9 pm - 11 pm,67.37
Noanet Woodlands,42.2481809,-71.26928761,1,11 am - 1 pm,67.28
Noanet Woodlands,42.2481809,-71.26928761,1,12 am - 2 am,66.12
Noanet Woodlands,42.2481809,-71.26928761,1,2 pm - 4 pm,67.6
Noanet Woodlands,42.2481809,-71.26928761,1,3 am - 7 am,63.69
Noanet Woodlands,42.2481809,-71.26928761,1,5 pm - 8 pm,67.44
Noanet Woodlands,42.2481809,-71.26928761,1,8 am - 10 am,65.08
Noanet Woodlands,42.2481809,-71.26928761,1,9 pm - 11 pm,67.28
Norman B Leventhal Park,42.35645089,-71.05583668,0,11 am - 1 pm,59.34
Norman B Leventhal Park,42.35645089,-71.05583668,0,12 am - 2 am,59.99
Norman B Leventhal Park,42.35645089,-71.05583668,0,2 pm - 4 pm,59.82
Norman B Leventhal Park,42.35645089,-71.05583668,0,3 am - 7 am,58.03
Norman B Leventhal Park,42.35645089,-71.05583668,0,5 pm - 8 pm,60.08
Norman B Leventhal Park,42.35645089,-71.05583668,0,8 am - 10 am,58.98
Norman B Leventhal Park,42.35645089,-71.05583668,0,9 pm - 11 pm,60.09
Norman B Leventhal Park,42.35645089,-71.05583668,1,11 am - 1 pm,58.62
Norman B Leventhal Park,42.35645089,-71.05583668,1,12 am - 2 am,59.53
Norman B Leventhal Park,42.35645089,-71.05583668,1,2 pm - 4 pm,59.26
Norman B Leventhal Park,42.35645089,-71.05583668,1,3 am - 7 am,57.69
Norman B Leventhal Park,42.35645089,-71.05583668,1,5 pm - 8 pm,59.56
Norman B Leventhal Park,42.35645089,-71.05583668,1,8 am - 10 am,58.47
Norman B Leventhal Park,42.35645089,-71.05583668,1,9 pm - 11 pm,59.41
North End Park,42.36231559,-71.05622134,0,11 am - 1 pm,59.44
North End Park,42.36231559,-71.05622134,0,12 am - 2 am,59.35
North End Park,42.36231559,-71.05622134,0,2 pm - 4 pm,59.6
North End Park,42.36231559,-71.05622134,0,3 am - 7 am,57.72
North End Park,42.36231559,-71.05622134,0,5 pm - 8 pm,59.46
North End Park,42.36231559,-71.05622134,0,8 am - 10 am,58.94
North End Park,42.36231559,-71.05622134,0,9 pm - 11 pm,60.07
North End Park,42.36231559,-71.05622134,1,11 am - 1 pm,58.94
North End Park,42.36231559,-71.05622134,1,12 am - 2 am,59.24
North End Park,42.36231559,-71.05622134,1,2 pm - 4 pm,59.31
North End Park,42.36231559,-71.05622134,1,3 am - 7 am,57.49
North End Park,42.36231559,-71.05622134,1,5 pm - 8 pm,59.28
North End Park,42.36231559,-71.05622134,1,8 am - 10 am,58.5
North End Park,42.36231559,-71.05622134,1,9 pm - 11 pm,59.69
North Point Park,42.369556599999996,-71.071797,0,11 am - 1 pm,65.28
North Point Park,42.369556599999996,-71.071797,0,12 am - 2 am,63.33
North Point Park,42.369556599999996,-71.071797,0,2 pm - 4 pm,65.13
North Point Park,42.369556599999996,-71.071797,0,3 am - 7 am,59.96
North Point Park,42.369556599999996,-71.071797,0,5 pm - 8 pm,63.87
North Point Park,42.369556599999996,-71.071797,0,8 am - 10 am,63.61
North Point Park,42.369556599999996,-71.071797,0,9 pm - 11 pm,64.12
North Point Park,42.369556599999996,-71.071797,1,11 am - 1 pm,64.52
North Point Park,42.369556599999996,-71.071797,1,12 am - 2 am,62.78
North Point Park,42.369556599999996,-71.071797,1,2 pm - 4 pm,64.45
North Point Park,42.369556599999996,-71.071797,1,3 am - 7 am,59.47
North Point Park,42.369556599999996,-71.071797,1,5 pm - 8 pm,63.25
North Point Park,42.369556599999996,-71.071797,1,8 am - 10 am,62.93
North Point Park,42.369556599999996,-71.071797,1,9 pm - 11 pm,63.41
Paul Revere Mall,42.36577384,-71.05361581,0,11 am - 1 pm,63.95
Paul Revere Mall,42.36577384,-71.05361581,0,12 am - 2 am,64.36
Paul Revere Mall,42.36577384,-71.05361581,0,2 pm - 4 pm,64.0
Paul Revere Mall,42.36577384,-71.05361581,0,3 am - 7 am,61.45
Paul Revere Mall,42.36577384,-71.05361581,0,5 pm - 8 pm,63.95
Paul Revere Mall,42.36577384,-71.05361581,0,8 am - 10 am,63.03
Paul Revere Mall,42.36577384,-71.05361581,0,9 pm - 11 pm,64.84
Paul Revere Mall,42.36577384,-71.05361581,1,11 am - 1 pm,63.74
Paul Revere Mall,42.36577384,-71.05361581,1,12 am - 2 am,64.44
Paul Revere Mall,42.36577384,-71.05361581,1,2 pm - 4 pm,64.06
Paul Revere Mall,42.36577384,-71.05361581,1,3 am - 7 am,61.4
Paul Revere Mall,42.36577384,-71.05361581,1,5 pm - 8 pm,64.11
Paul Revere Mall,42.36577384,-71.05361581,1,8 am - 10 am,62.92
Paul Revere Mall,42.36577384,-71.05361581,1,9 pm - 11 pm,64.86
Paul Revere Park,42.372440000000005,-71.05852,0,11 am - 1 pm,59.91
Paul Revere Park,42.372440000000005,-71.05852,0,12 am - 2 am,59.31
Paul Revere Park,42.372440000000005,-71.05852,0,2 pm - 4 pm,59.88
Paul Revere Park,42.372440000000005,-71.05852,0,3 am - 7 am,57.99
Paul Revere Park,42.372440000000005,-71.05852,0,5 pm - 8 pm,59.63
Paul Revere Park,42.372440000000005,-71.05852,0,8 am - 10 am,59.47
Paul Revere Park,42.372440000000005,-71.05852,0,9 pm - 11 pm,59.44
Paul Revere Park,42.372440000000005,-71.05852,1,11 am - 1 pm,59.53
Paul Revere Park,42.372440000000005,-71.05852,1,12 am - 2 am,59.29
Paul Revere Park,42.372440000000005,-71.05852,1,2 pm - 4 pm,59.74
Paul Revere Park,42.372440000000005,-71.05852,1,3 am - 7 am,57.88
Paul Revere Park,42.372440000000005,-71.05852,1,5 pm - 8 pm,59.72
Paul Revere Park,42.372440000000005,-71.05852,1,8 am - 10 am,59.26
Paul Revere Park,42.372440000000005,-71.05852,1,9 pm - 11 pm,59.45
Peters Park,42.3424026,-71.0678906,0,11 am - 1 pm,54.09
Peters Park,42.3424026,-71.0678906,0,12 am - 2 am,54.58
Peters Park,42.3424026,-71.0678906,0,2 pm - 4 pm,53.99
Peters Park,42.3424026,-71.0678906,0,3 am - 7 am,53.56
Peters Park,42.3424026,-71.0678906,0,5 pm - 8 pm,54.29
Peters Park,42.3424026,-71.0678906,0,8 am - 10 am,53.81
Peters Park,42.3424026,-71.0678906,0,9 pm - 11 pm,54.94
Peters Park,42.3424026,-71.0678906,1,11 am - 1 pm,54.02
Peters Park,42.3424026,-71.0678906,1,12 am - 2 am,54.59
Peters Park,42.3424026,-71.0678906,1,2 pm - 4 pm,54.03
Peters Park,42.3424026,-71.0678906,1,3 am - 7 am,53.65
Peters Park,42.3424026,-71.0678906,1,5 pm - 8 pm,54.33
Peters Park,42.3424026,-71.0678906,1,8 am - 10 am,53.87
Peters Park,42.3424026,-71.0678906,1,9 pm - 11 pm,54.87
Pine Banks Park,42.439840999999994,-71.06694300000001,0,11 am - 1 pm,64.91
Pine Banks Park,42.439840999999994,-71.06694300000001,0,12 am - 2 am,66.26
Pine Banks Park,42.439840999999994,-71.06694300000001,0,2 pm - 4 pm,65.33
Pine Banks Park,42.439840999999994,-71.06694300000001,0,3 am - 7 am,61.36
Pine Banks Park,42.439840999999994,-71.06694300000001,0,5 pm - 8 pm,66.66
Pine Banks Park,42.439840999999994,-71.06694300000001,0,8 am - 10 am,63.24
Pine Banks Park,42.439840999999994,-71.06694300000001,0,9 pm - 11 pm,66.67
Pine Banks Park,42.439840999999994,-71.06694300000001,1,11 am - 1 pm,64.84
Pine Banks Park,42.439840999999994,-71.06694300000001,1,12 am - 2 am,66.16
Pine Banks Park,42.439840999999994,-71.06694300000001,1,2 pm - 4 pm,65.22
Pine Banks Park,42.439840999999994,-71.06694300000001,1,3 am - 7 am,61.23
Pine Banks Park,42.439840999999994,-71.06694300000001,1,5 pm - 8 pm,66.53
Pine Banks Park,42.439840999999994,-71.06694300000001,1,8 am - 10 am,63.13
Pine Banks Park,42.439840999999994,-71.06694300000001,1,9 pm - 11 pm,66.53
Pond Meadow Park,42.206678000000004,-70.974289,0,11 am - 1 pm,65.18
Pond Meadow Park,42.206678000000004,-70.974289,0,12 am - 2 am,64.49
Pond Meadow Park,42.206678000000004,-70.974289,0,2 pm - 4 pm,65.37
Pond Meadow Park,42.206678000000004,-70.974289,0,3 am - 7 am,60.81
Pond Meadow Park,42.206678000000004,-70.974289,0,5 pm - 8 pm,65.17
Pond Meadow Park,42.206678000000004,-70.974289,0,8 am - 10 am,63.14
Pond Meadow Park,42.206678000000004,-70.974289,0,9 pm - 11 pm,65.04
Pond Meadow Park,42.206678000000004,-70.974289,1,11 am - 1 pm,65.19
Pond Meadow Park,42.206678000000004,-70.974289,1,12 am - 2 am,64.48
Pond Meadow Park,42.206678000000004,-70.974289,1,2 pm - 4 pm,65.4
Pond Meadow Park,42.206678000000004,-70.974289,1,3 am - 7 am,60.73
Pond Meadow Park,42.206678000000004,-70.974289,1,5 pm - 8 pm,65.18
Pond Meadow Park,42.206678000000004,-70.974289,1,8 am - 10 am,63.11
Pond Meadow Park,42.206678000000004,-70.974289,1,9 pm - 11 pm,64.96
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,11 am - 1 pm,66.33
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,12 am - 2 am,65.04
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,2 pm - 4 pm,66.74
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,3 am - 7 am,63.13
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,5 pm - 8 pm,66.65
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,8 am - 10 am,64.39
Ponkapoag Trails,42.173159999999996,-71.13741999999999,0,9 pm - 11 pm,66.32
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,11 am - 1 pm,66.42
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,12 am - 2 am,65.18
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,2 pm - 4 pm,66.84
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,3 am - 7 am,63.09
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,5 pm - 8 pm,66.71
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,8 am - 10 am,64.43
Ponkapoag Trails,42.173159999999996,-71.13741999999999,1,9 pm - 11 pm,66.33
Pope John Paul II Park,42.280975,-71.04769499999999,0,11 am - 1 pm,66.23
Pope John Paul II Park,42.280975,-71.04769499999999,0,12 am - 2 am,65.3
Pope John Paul II Park,42.280975,-71.04769499999999,0,2 pm - 4 pm,66.21
Pope John Paul II Park,42.280975,-71.04769499999999,0,3 am - 7 am,62.22
Pope John Paul II Park,42.280975,-71.04769499999999,0,5 pm - 8 pm,65.47
Pope John Paul II Park,42.280975,-71.04769499999999,0,8 am - 10 am,64.95
Pope John Paul II Park,42.280975,-71.04769499999999,0,9 pm - 11 pm,65.46
Pope John Paul II Park,42.280975,-71.04769499999999,1,11 am - 1 pm,65.69
Pope John Paul II Park,42.280975,-71.04769499999999,1,12 am - 2 am,64.9
Pope John Paul II Park,42.280975,-71.04769499999999,1,2 pm - 4 pm,65.74
Pope John Paul II Park,42.280975,-71.04769499999999,1,3 am - 7 am,61.74
Pope John Paul II Park,42.280975,-71.04769499999999,1,5 pm - 8 pm,65.12
Pope John Paul II Park,42.280975,-71.04769499999999,1,8 am - 10 am,64.38
Pope John Paul II Park,42.280975,-71.04769499999999,1,9 pm - 11 pm,65.03
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,11 am - 1 pm,33.58
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,12 am - 2 am,32.7
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,2 pm - 4 pm,38.54
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,3 am - 7 am,30.56
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,5 pm - 8 pm,40.32
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,8 am - 10 am,30.23
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,0,9 pm - 11 pm,39.32
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,11 am - 1 pm,33.53
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,12 am - 2 am,33.22
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,2 pm - 4 pm,38.87
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,3 am - 7 am,30.53
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,5 pm - 8 pm,40.93
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,8 am - 10 am,29.89
Powderhouse Square / Powderhouse Park,42.40051657,-71.11626148,1,9 pm - 11 pm,39.79
Prospect Hill Park,42.397104,-71.251352,0,11 am - 1 pm,66.49
Prospect Hill Park,42.397104,-71.251352,0,12 am - 2 am,65.19
Prospect Hill Park,42.397104,-71.251352,0,2 pm - 4 pm,67.07
Prospect Hill Park,42.397104,-71.251352,0,3 am - 7 am,63.29
Prospect Hill Park,42.397104,-71.251352,0,5 pm - 8 pm,67.03
Prospect Hill Park,42.397104,-71.251352,0,8 am - 10 am,64.56
Prospect Hill Park,42.397104,-71.251352,0,9 pm - 11 pm,66.47
Prospect Hill Park,42.397104,-71.251352,1,11 am - 1 pm,66.5
Prospect Hill Park,42.397104,-71.251352,1,12 am - 2 am,65.21
Prospect Hill Park,42.397104,-71.251352,1,2 pm - 4 pm,67.09
Prospect Hill Park,42.397104,-71.251352,1,3 am - 7 am,63.14
Prospect Hill Park,42.397104,-71.251352,1,5 pm - 8 pm,67.02
Prospect Hill Park,42.397104,-71.251352,1,8 am - 10 am,64.48
Prospect Hill Park,42.397104,-71.251352,1,9 pm - 11 pm,66.4
Quincy Quarries Reservation,42.243392,-71.034095,0,11 am - 1 pm,60.01
Quincy Quarries Reservation,42.243392,-71.034095,0,12 am - 2 am,62.34
Quincy Quarries Reservation,42.243392,-71.034095,0,2 pm - 4 pm,61.43
Quincy Quarries Reservation,42.243392,-71.034095,0,3 am - 7 am,60.08
Quincy Quarries Reservation,42.243392,-71.034095,0,5 pm - 8 pm,62.03
Quincy Quarries Reservation,42.243392,-71.034095,0,8 am - 10 am,60.26
Quincy Quarries Reservation,42.243392,-71.034095,0,9 pm - 11 pm,62.66
Quincy Quarries Reservation,42.243392,-71.034095,1,11 am - 1 pm,59.77
Quincy Quarries Reservation,42.243392,-71.034095,1,12 am - 2 am,62.12
Quincy Quarries Reservation,42.243392,-71.034095,1,2 pm - 4 pm,61.21
Quincy Quarries Reservation,42.243392,-71.034095,1,3 am - 7 am,59.86
Quincy Quarries Reservation,42.243392,-71.034095,1,5 pm - 8 pm,61.79
Quincy Quarries Reservation,42.243392,-71.034095,1,8 am - 10 am,60.07
Quincy Quarries Reservation,42.243392,-71.034095,1,9 pm - 11 pm,62.35
Raymond Park,42.3868088,-71.12810612,0,11 am - 1 pm,55.49
Raymond Park,42.3868088,-71.12810612,0,12 am - 2 am,54.98
Raymond Park,42.3868088,-71.12810612,0,2 pm - 4 pm,55.31
Raymond Park,42.3868088,-71.12810612,0,3 am - 7 am,53.28
Raymond Park,42.3868088,-71.12810612,0,5 pm - 8 pm,56.66
Raymond Park,42.3868088,-71.12810612,0,8 am - 10 am,54.91
Raymond Park,42.3868088,-71.12810612,0,9 pm - 11 pm,54.74
Raymond Park,42.3868088,-71.12810612,1,11 am - 1 pm,55.22
Raymond Park,42.3868088,-71.12810612,1,12 am - 2 am,54.97
Raymond Park,42.3868088,-71.12810612,1,2 pm - 4 pm,55.22
Raymond Park,42.3868088,-71.12810612,1,3 am - 7 am,53.42
Raymond Park,42.3868088,-71.12810612,1,5 pm - 8 pm,56.75
Raymond Park,42.3868088,-71.12810612,1,8 am - 10 am,54.85
Raymond Park,42.3868088,-71.12810612,1,9 pm - 11 pm,54.77
Red Rock Park,42.4620209,-70.9284897,0,11 am - 1 pm,66.91
Red Rock Park,42.4620209,-70.9284897,0,12 am - 2 am,65.77
Red Rock Park,42.4620209,-70.9284897,0,2 pm - 4 pm,67.32
Red Rock Park,42.4620209,-70.9284897,0,3 am - 7 am,63.39
Red Rock Park,42.4620209,-70.9284897,0,5 pm - 8 pm,67.41
Red Rock Park,42.4620209,-70.9284897,0,8 am - 10 am,64.62
Red Rock Park,42.4620209,-70.9284897,0,9 pm - 11 pm,67.29
Red Rock Park,42.4620209,-70.9284897,1,11 am - 1 pm,67.01
Red Rock Park,42.4620209,-70.9284897,1,12 am - 2 am,65.99
Red Rock Park,42.4620209,-70.9284897,1,2 pm - 4 pm,67.42
Red Rock Park,42.4620209,-70.9284897,1,3 am - 7 am,63.4
Red Rock Park,42.4620209,-70.9284897,1,5 pm - 8 pm,67.52
Red Rock Park,42.4620209,-70.9284897,1,8 am - 10 am,64.66
Red Rock Park,42.4620209,-70.9284897,1,9 pm - 11 pm,67.36
Ringer Park,42.35042512,-71.13819122,0,11 am - 1 pm,64.95
Ringer Park,42.35042512,-71.13819122,0,12 am - 2 am,63.6
Ringer Park,42.35042512,-71.13819122,0,2 pm - 4 pm,65.58
Ringer Park,42.35042512,-71.13819122,0,3 am - 7 am,60.5
Ringer Park,42.35042512,-71.13819122,0,5 pm - 8 pm,65.34
Ringer Park,42.35042512,-71.13819122,0,8 am - 10 am,63.01
Ringer Park,42.35042512,-71.13819122,0,9 pm - 11 pm,64.65
Ringer Park,42.35042512,-71.13819122,1,11 am - 1 pm,64.77
Ringer Park,42.35042512,-71.13819122,1,12 am - 2 am,63.8
Ringer Park,42.35042512,-71.13819122,1,2 pm - 4 pm,65.65
Ringer Park,42.35042512,-71.13819122,1,3 am - 7 am,60.67
Ringer Park,42.35042512,-71.13819122,1,5 pm - 8 pm,65.59
Ringer Park,42.35042512,-71.13819122,1,8 am - 10 am,62.94
Ringer Park,42.35042512,-71.13819122,1,9 pm - 11 pm,64.86
Robbins Farm Park,42.412535999999996,-71.175278,0,11 am - 1 pm,59.83
Robbins Farm Park,42.412535999999996,-71.175278,0,12 am - 2 am,62.75
Robbins Farm Park,42.412535999999996,-71.175278,0,2 pm - 4 pm,61.38
Robbins Farm Park,42.412535999999996,-71.175278,0,3 am - 7 am,58.77
Robbins Farm Park,42.412535999999996,-71.175278,0,5 pm - 8 pm,62.17
Robbins Farm Park,42.412535999999996,-71.175278,0,8 am - 10 am,59.8
Robbins Farm Park,42.412535999999996,-71.175278,0,9 pm - 11 pm,62.73
Robbins Farm Park,42.412535999999996,-71.175278,1,11 am - 1 pm,59.58
Robbins Farm Park,42.412535999999996,-71.175278,1,12 am - 2 am,62.47
Robbins Farm Park,42.412535999999996,-71.175278,1,2 pm - 4 pm,61.13
Robbins Farm Park,42.412535999999996,-71.175278,1,3 am - 7 am,58.53
Robbins Farm Park,42.412535999999996,-71.175278,1,5 pm - 8 pm,61.93
Robbins Farm Park,42.412535999999996,-71.175278,1,8 am - 10 am,59.58
Robbins Farm Park,42.412535999999996,-71.175278,1,9 pm - 11 pm,62.42
Rogers Park,42.34804311,-71.16021592,0,11 am - 1 pm,66.09
Rogers Park,42.34804311,-71.16021592,0,12 am - 2 am,61.59
Rogers Park,42.34804311,-71.16021592,0,2 pm - 4 pm,66.62
Rogers Park,42.34804311,-71.16021592,0,3 am - 7 am,58.7
Rogers Park,42.34804311,-71.16021592,0,5 pm - 8 pm,64.71
Rogers Park,42.34804311,-71.16021592,0,8 am - 10 am,62.92
Rogers Park,42.34804311,-71.16021592,0,9 pm - 11 pm,63.41
Rogers Park,42.34804311,-71.16021592,1,11 am - 1 pm,65.54
Rogers Park,42.34804311,-71.16021592,1,12 am - 2 am,61.44
Rogers Park,42.34804311,-71.16021592,1,2 pm - 4 pm,65.94
Rogers Park,42.34804311,-71.16021592,1,3 am - 7 am,58.41
Rogers Park,42.34804311,-71.16021592,1,5 pm - 8 pm,64.21
Rogers Park,42.34804311,-71.16021592,1,8 am - 10 am,62.46
Rogers Park,42.34804311,-71.16021592,1,9 pm - 11 pm,63.03
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,11 am - 1 pm,64.87
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,12 am - 2 am,65.63
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,2 pm - 4 pm,64.96
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,3 am - 7 am,61.92
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,5 pm - 8 pm,65.81
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,8 am - 10 am,63.8
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,0,9 pm - 11 pm,66.03
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,11 am - 1 pm,63.79
