parkname,lat,lng,wkday,hr_bkt,db
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,12 am - 2 am,64.74
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,2 pm - 4 pm,64.07
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,3 am - 7 am,61.34
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,5 pm - 8 pm,64.95
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,8 am - 10 am,62.98
Rose Fitzgerald Kennedy Greenway,42.34876,-71.0578,1,9 pm - 11 pm,64.89
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,11 am - 1 pm,64.87
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,12 am - 2 am,66.15
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,2 pm - 4 pm,65.55
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,3 am - 7 am,62.71
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,5 pm - 8 pm,66.22
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,8 am - 10 am,64.28
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,0,9 pm - 11 pm,66.05
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,11 am - 1 pm,64.21
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,12 am - 2 am,65.68
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,2 pm - 4 pm,65.03
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,3 am - 7 am,62.39
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,5 pm - 8 pm,65.72
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,8 am - 10 am,63.88
Rose Fitzgerald Kennedy Greenway Conservancy,42.3557396,-71.05246729999999,1,9 pm - 11 pm,65.4
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,11 am - 1 pm,66.26
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,12 am - 2 am,64.95
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,2 pm - 4 pm,66.44
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,3 am - 7 am,63.02
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,5 pm - 8 pm,66.31
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,8 am - 10 am,64.27
Salem Maritime National Historic Site,42.52088012,-70.8878921,0,9 pm - 11 pm,66.17
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,11 am - 1 pm,66.39
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,12 am - 2 am,65.09
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,2 pm - 4 pm,66.57
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,3 am - 7 am,62.99
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,5 pm - 8 pm,66.4
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,8 am - 10 am,64.31
Salem Maritime National Historic Site,42.52088012,-70.8878921,1,9 pm - 11 pm,66.21
Salem Willows Park,42.53477,-70.86939,0,11 am - 1 pm,67.02
Salem Willows Park,42.53477,-70.86939,0,12 am - 2 am,65.73
Salem Willows Park,42.53477,-70.86939,0,2 pm - 4 pm,67.26
Salem Willows Park,42.53477,-70.86939,0,3 am - 7 am,63.58
Salem Willows Park,42.53477,-70.86939,0,5 pm - 8 pm,67.12
Salem Willows Park,42.53477,-70.86939,0,8 am - 10 am,64.88
Salem Willows Park,42.53477,-70.86939,0,9 pm - 11 pm,67.04
Salem Willows Park,42.53477,-70.86939,1,11 am - 1 pm,67.12
Salem Willows Park,42.53477,-70.86939,1,12 am - 2 am,65.88
Salem Willows Park,42.53477,-70.86939,1,2 pm - 4 pm,67.36
Salem Willows Park,42.53477,-70.86939,1,3 am - 7 am,63.55
Salem Willows Park,42.53477,-70.86939,1,5 pm - 8 pm,67.18
Salem Willows Park,42.53477,-70.86939,1,8 am - 10 am,64.91
Salem Willows Park,42.53477,-70.86939,1,9 pm - 11 pm,67.05
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,11 am - 1 pm,50.57
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,12 am - 2 am,58.76
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,2 pm - 4 pm,52.83
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,3 am - 7 am,56.09
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,5 pm - 8 pm,55.36
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,8 am - 10 am,54.74
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,0,9 pm - 11 pm,56.34
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,11 am - 1 pm,49.79
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,12 am - 2 am,58.32
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,2 pm - 4 pm,52.17
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,3 am - 7 am,55.89
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,5 pm - 8 pm,54.93
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,8 am - 10 am,54.27
Savin Hill Beach/ McConnell Park,42.30803814,-71.05150223,1,9 pm - 11 pm,55.92
Secret Squantum Park,42.302386299999995,-71.011558,0,11 am - 1 pm,70.39
Secret Squantum Park,42.302386299999995,-71.011558,0,12 am - 2 am,69.45
Secret Squantum Park,42.302386299999995,-71.011558,0,2 pm - 4 pm,71.33
Secret Squantum Park,42.302386299999995,-71.011558,0,3 am - 7 am,66.84
Secret Squantum Park,42.302386299999995,-71.011558,0,5 pm - 8 pm,72.29
Secret Squantum Park,42.302386299999995,-71.011558,0,8 am - 10 am,67.85
Secret Squantum Park,42.302386299999995,-71.011558,0,9 pm - 11 pm,71.68
Secret Squantum Park,42.302386299999995,-71.011558,1,11 am - 1 pm,70.27
Secret Squantum Park,42.302386299999995,-71.011558,1,12 am - 2 am,69.34
Secret Squantum Park,42.302386299999995,-71.011558,1,2 pm - 4 pm,71.2
Secret Squantum Park,42.302386299999995,-71.011558,1,3 am - 7 am,66.58
Secret Squantum Park,42.302386299999995,-71.011558,1,5 pm - 8 pm,72.03
Secret Squantum Park,42.302386299999995,-71.011558,1,8 am - 10 am,67.7
Secret Squantum Park,42.302386299999995,-71.011558,1,9 pm - 11 pm,71.37
Somerville Community Path,42.382740000000005,-71.10055,0,11 am - 1 pm,63.38
Somerville Community Path,42.382740000000005,-71.10055,0,12 am - 2 am,62.06
Somerville Community Path,42.382740000000005,-71.10055,0,2 pm - 4 pm,63.32
Somerville Community Path,42.382740000000005,-71.10055,0,3 am - 7 am,58.22
Somerville Community Path,42.382740000000005,-71.10055,0,5 pm - 8 pm,63.38
Somerville Community Path,42.382740000000005,-71.10055,0,8 am - 10 am,60.74
Somerville Community Path,42.382740000000005,-71.10055,0,9 pm - 11 pm,63.39
Somerville Community Path,42.382740000000005,-71.10055,1,11 am - 1 pm,63.09
Somerville Community Path,42.382740000000005,-71.10055,1,12 am - 2 am,61.87
Somerville Community Path,42.382740000000005,-71.10055,1,2 pm - 4 pm,63.09
Somerville Community Path,42.382740000000005,-71.10055,1,3 am - 7 am,58.02
Somerville Community Path,42.382740000000005,-71.10055,1,5 pm - 8 pm,63.09
Somerville Community Path,42.382740000000005,-71.10055,1,8 am - 10 am,60.49
Somerville Community Path,42.382740000000005,-71.10055,1,9 pm - 11 pm,63.04
South Boston Bark Park,42.33004749,-71.04551569,0,11 am - 1 pm,57.73
South Boston Bark Park,42.33004749,-71.04551569,0,12 am - 2 am,55.67
South Boston Bark Park,42.33004749,-71.04551569,0,2 pm - 4 pm,60.06
South Boston Bark Park,42.33004749,-71.04551569,0,3 am - 7 am,54.22
South Boston Bark Park,42.33004749,-71.04551569,0,5 pm - 8 pm,59.68
South Boston Bark Park,42.33004749,-71.04551569,0,8 am - 10 am,55.69
South Boston Bark Park,42.33004749,-71.04551569,0,9 pm - 11 pm,57.53
South Boston Bark Park,42.33004749,-71.04551569,1,11 am - 1 pm,57.57
South Boston Bark Park,42.33004749,-71.04551569,1,12 am - 2 am,55.79
South Boston Bark Park,42.33004749,-71.04551569,1,2 pm - 4 pm,59.79
South Boston Bark Park,42.33004749,-71.04551569,1,3 am - 7 am,54.25
South Boston Bark Park,42.33004749,-71.04551569,1,5 pm - 8 pm,59.46
South Boston Bark Park,42.33004749,-71.04551569,1,8 am - 10 am,55.72
South Boston Bark Park,42.33004749,-71.04551569,1,9 pm - 11 pm,57.41
Southwest Corridor Park,42.3104107,-71.10757209999998,0,11 am - 1 pm,57.54
Southwest Corridor Park,42.3104107,-71.10757209999998,0,12 am - 2 am,55.46
Southwest Corridor Park,42.3104107,-71.10757209999998,0,2 pm - 4 pm,56.63
Southwest Corridor Park,42.3104107,-71.10757209999998,0,3 am - 7 am,51.87
Southwest Corridor Park,42.3104107,-71.10757209999998,0,5 pm - 8 pm,56.09
Southwest Corridor Park,42.3104107,-71.10757209999998,0,8 am - 10 am,55.78
Southwest Corridor Park,42.3104107,-71.10757209999998,0,9 pm - 11 pm,55.59
Southwest Corridor Park,42.3104107,-71.10757209999998,1,11 am - 1 pm,57.02
Southwest Corridor Park,42.3104107,-71.10757209999998,1,12 am - 2 am,54.91
Southwest Corridor Park,42.3104107,-71.10757209999998,1,2 pm - 4 pm,56.09
Southwest Corridor Park,42.3104107,-71.10757209999998,1,3 am - 7 am,51.59
Southwest Corridor Park,42.3104107,-71.10757209999998,1,5 pm - 8 pm,55.53
Southwest Corridor Park,42.3104107,-71.10757209999998,1,8 am - 10 am,55.35
Southwest Corridor Park,42.3104107,-71.10757209999998,1,9 pm - 11 pm,54.88
Spy Pond,42.40926262,-71.14948869,0,11 am - 1 pm,61.94
Spy Pond,42.40926262,-71.14948869,0,12 am - 2 am,63.13
Spy Pond,42.40926262,-71.14948869,0,2 pm - 4 pm,62.3
Spy Pond,42.40926262,-71.14948869,0,3 am - 7 am,59.08
Spy Pond,42.40926262,-71.14948869,0,5 pm - 8 pm,62.49
Spy Pond,42.40926262,-71.14948869,0,8 am - 10 am,61.02
Spy Pond,42.40926262,-71.14948869,0,9 pm - 11 pm,63.03
Spy Pond,42.40926262,-71.14948869,1,11 am - 1 pm,61.97
Spy Pond,42.40926262,-71.14948869,1,12 am - 2 am,63.03
Spy Pond,42.40926262,-71.14948869,1,2 pm - 4 pm,62.32
Spy Pond,42.40926262,-71.14948869,1,3 am - 7 am,59.06
Spy Pond,42.40926262,-71.14948869,1,5 pm - 8 pm,62.47
Spy Pond,42.40926262,-71.14948869,1,8 am - 10 am,61.05
Spy Pond,42.40926262,-71.14948869,1,9 pm - 11 pm,62.87
Squantum Point Park,42.29278341,-71.02175854,0,11 am - 1 pm,61.05
Squantum Point Park,42.29278341,-71.02175854,0,12 am - 2 am,63.85
Squantum Point Park,42.29278341,-71.02175854,0,2 pm - 4 pm,65.3
Squantum Point Park,42.29278341,-71.02175854,0,3 am - 7 am,62.25
Squantum Point Park,42.29278341,-71.02175854,0,5 pm - 8 pm,66.23
Squantum Point Park,42.29278341,-71.02175854,0,8 am - 10 am,62.64
Squantum Point Park,42.29278341,-71.02175854,0,9 pm - 11 pm,64.82
Squantum Point Park,42.29278341,-71.02175854,1,11 am - 1 pm,61.06
Squantum Point Park,42.29278341,-71.02175854,1,12 am - 2 am,63.82
Squantum Point Park,42.29278341,-71.02175854,1,2 pm - 4 pm,65.44
Squantum Point Park,42.29278341,-71.02175854,1,3 am - 7 am,62.22
Squantum Point Park,42.29278341,-71.02175854,1,5 pm - 8 pm,66.3
Squantum Point Park,42.29278341,-71.02175854,1,8 am - 10 am,62.64
Squantum Point Park,42.29278341,-71.02175854,1,9 pm - 11 pm,64.83
Stodder's Neck,42.24804213,-70.92878684,0,11 am - 1 pm,64.26
Stodder's Neck,42.24804213,-70.92878684,0,12 am - 2 am,63.29
Stodder's Neck,42.24804213,-70.92878684,0,2 pm - 4 pm,64.56
Stodder's Neck,42.24804213,-70.92878684,0,3 am - 7 am,61.74
Stodder's Neck,42.24804213,-70.92878684,0,5 pm - 8 pm,64.43
Stodder's Neck,42.24804213,-70.92878684,0,8 am - 10 am,62.9
Stodder's Neck,42.24804213,-70.92878684,0,9 pm - 11 pm,64.11
Stodder's Neck,42.24804213,-70.92878684,1,11 am - 1 pm,64.41
Stodder's Neck,42.24804213,-70.92878684,1,12 am - 2 am,63.43
Stodder's Neck,42.24804213,-70.92878684,1,2 pm - 4 pm,64.7
Stodder's Neck,42.24804213,-70.92878684,1,3 am - 7 am,61.77
Stodder's Neck,42.24804213,-70.92878684,1,5 pm - 8 pm,64.54
Stodder's Neck,42.24804213,-70.92878684,1,8 am - 10 am,62.99
Stodder's Neck,42.24804213,-70.92878684,1,9 pm - 11 pm,64.16
Stony Brook Reservation,42.250306,-71.138301,0,11 am - 1 pm,59.3
Stony Brook Reservation,42.250306,-71.138301,0,12 am - 2 am,58.62
Stony Brook Reservation,42.250306,-71.138301,0,2 pm - 4 pm,60.99
Stony Brook Reservation,42.250306,-71.138301,0,3 am - 7 am,56.27
Stony Brook Reservation,42.250306,-71.138301,0,5 pm - 8 pm,61.42
Stony Brook Reservation,42.250306,-71.138301,0,8 am - 10 am,57.51
Stony Brook Reservation,42.250306,-71.138301,0,9 pm - 11 pm,61.0
Stony Brook Reservation,42.250306,-71.138301,1,11 am - 1 pm,59.6
Stony Brook Reservation,42.250306,-71.138301,1,12 am - 2 am,58.99
Stony Brook Reservation,42.250306,-71.138301,1,2 pm - 4 pm,61.29
Stony Brook Reservation,42.250306,-71.138301,1,3 am - 7 am,56.35
Stony Brook Reservation,42.250306,-71.138301,1,5 pm - 8 pm,61.68
Stony Brook Reservation,42.250306,-71.138301,1,8 am - 10 am,57.64
Stony Brook Reservation,42.250306,-71.138301,1,9 pm - 11 pm,61.23
The Back Bay Fens,42.34185,-71.09647,0,11 am - 1 pm,63.16
The Back Bay Fens,42.34185,-71.09647,0,12 am - 2 am,62.15
The Back Bay Fens,42.34185,-71.09647,0,2 pm - 4 pm,64.12
The Back Bay Fens,42.34185,-71.09647,0,3 am - 7 am,59.52
The Back Bay Fens,42.34185,-71.09647,0,5 pm - 8 pm,64.14
The Back Bay Fens,42.34185,-71.09647,0,8 am - 10 am,61.42
The Back Bay Fens,42.34185,-71.09647,0,9 pm - 11 pm,63.6
The Back Bay Fens,42.34185,-71.09647,1,11 am - 1 pm,62.61
The Back Bay Fens,42.34185,-71.09647,1,12 am - 2 am,61.87
The Back Bay Fens,42.34185,-71.09647,1,2 pm - 4 pm,63.62
The Back Bay Fens,42.34185,-71.09647,1,3 am - 7 am,59.34
The Back Bay Fens,42.34185,-71.09647,1,5 pm - 8 pm,63.74
The Back Bay Fens,42.34185,-71.09647,1,8 am - 10 am,61.08
The Back Bay Fens,42.34185,-71.09647,1,9 pm - 11 pm,63.06
The Boston Common Frog Pond,42.35591177,-71.06592178,0,11 am - 1 pm,70.56
The Boston Common Frog Pond,42.35591177,-71.06592178,0,12 am - 2 am,67.77
The Boston Common Frog Pond,42.35591177,-71.06592178,0,2 pm - 4 pm,70.88
The Boston Common Frog Pond,42.35591177,-71.06592178,0,3 am - 7 am,63.77
The Boston Common Frog Pond,42.35591177,-71.06592178,0,5 pm - 8 pm,69.38
The Boston Common Frog Pond,42.35591177,-71.06592178,0,8 am - 10 am,67.92
The Boston Common Frog Pond,42.35591177,-71.06592178,0,9 pm - 11 pm,69.14
The Boston Common Frog Pond,42.35591177,-71.06592178,1,11 am - 1 pm,69.71
The Boston Common Frog Pond,42.35591177,-71.06592178,1,12 am - 2 am,67.34
The Boston Common Frog Pond,42.35591177,-71.06592178,1,2 pm - 4 pm,70.18
The Boston Common Frog Pond,42.35591177,-71.06592178,1,3 am - 7 am,63.25
The Boston Common Frog Pond,42.35591177,-71.06592178,1,5 pm - 8 pm,68.73
The Boston Common Frog Pond,42.35591177,-71.06592178,1,8 am - 10 am,67.17
The Boston Common Frog Pond,42.35591177,-71.06592178,1,9 pm - 11 pm,68.46
The Esplanade,42.357735,-71.073371,0,11 am - 1 pm,68.44
The Esplanade,42.357735,-71.073371,0,12 am - 2 am,64.58
The Esplanade,42.357735,-71.073371,0,2 pm - 4 pm,68.64
The Esplanade,42.357735,-71.073371,0,3 am - 7 am,62.28
The Esplanade,42.357735,-71.073371,0,5 pm - 8 pm,66.59
The Esplanade,42.357735,-71.073371,0,8 am - 10 am,66.45
The Esplanade,42.357735,-71.073371,0,9 pm - 11 pm,65.61
The Esplanade,42.357735,-71.073371,1,11 am - 1 pm,68.01
The Esplanade,42.357735,-71.073371,1,12 am - 2 am,64.72
The Esplanade,42.357735,-71.073371,1,2 pm - 4 pm,68.28
The Esplanade,42.357735,-71.073371,1,3 am - 7 am,62.07
The Esplanade,42.357735,-71.073371,1,5 pm - 8 pm,66.47
The Esplanade,42.357735,-71.073371,1,8 am - 10 am,66.06
The Esplanade,42.357735,-71.073371,1,9 pm - 11 pm,65.64
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,11 am - 1 pm,67.02
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,12 am - 2 am,65.74
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,2 pm - 4 pm,67.26
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,3 am - 7 am,63.58
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,5 pm - 8 pm,67.12
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,8 am - 10 am,64.88
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,0,9 pm - 11 pm,67.05
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,11 am - 1 pm,67.13
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,12 am - 2 am,65.88
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,2 pm - 4 pm,67.36
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,3 am - 7 am,63.55
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,5 pm - 8 pm,67.18
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,8 am - 10 am,64.91
"The Gardens at Elm Bank, Massachusetts Horticultural Society",42.276237,-71.302566,1,9 pm - 11 pm,67.05
The Lawn On D,42.34445,-71.04488,0,11 am - 1 pm,70.15
The Lawn On D,42.34445,-71.04488,0,12 am - 2 am,70.4
The Lawn On D,42.34445,-71.04488,0,2 pm - 4 pm,70.34
The Lawn On D,42.34445,-71.04488,0,3 am - 7 am,65.98
The Lawn On D,42.34445,-71.04488,0,5 pm - 8 pm,70.12
The Lawn On D,42.34445,-71.04488,0,8 am - 10 am,69.08
The Lawn On D,42.34445,-71.04488,0,9 pm - 11 pm,70.47
The Lawn On D,42.34445,-71.04488,1,11 am - 1 pm,69.02
The Lawn On D,42.34445,-71.04488,1,12 am - 2 am,69.32
The Lawn On D,42.34445,-71.04488,1,2 pm - 4 pm,69.23
The Lawn On D,42.34445,-71.04488,1,3 am - 7 am,65.02
The Lawn On D,42.34445,-71.04488,1,5 pm - 8 pm,68.93
The Lawn On D,42.34445,-71.04488,1,8 am - 10 am,68.05
The Lawn On D,42.34445,-71.04488,1,9 pm - 11 pm,69.22
The Riverway,42.34431254,-71.10519737,0,11 am - 1 pm,73.1
The Riverway,42.34431254,-71.10519737,0,12 am - 2 am,68.18
The Riverway,42.34431254,-71.10519737,0,2 pm - 4 pm,74.0
The Riverway,42.34431254,-71.10519737,0,3 am - 7 am,64.48
The Riverway,42.34431254,-71.10519737,0,5 pm - 8 pm,69.98
The Riverway,42.34431254,-71.10519737,0,8 am - 10 am,70.73
The Riverway,42.34431254,-71.10519737,0,9 pm - 11 pm,69.21
The Riverway,42.34431254,-71.10519737,1,11 am - 1 pm,71.69
The Riverway,42.34431254,-71.10519737,1,12 am - 2 am,67.6
The Riverway,42.34431254,-71.10519737,1,2 pm - 4 pm,72.87
The Riverway,42.34431254,-71.10519737,1,3 am - 7 am,63.74
The Riverway,42.34431254,-71.10519737,1,5 pm - 8 pm,69.35
The Riverway,42.34431254,-71.10519737,1,8 am - 10 am,69.52
The Riverway,42.34431254,-71.10519737,1,9 pm - 11 pm,68.51
Titus Sparrow Park,42.34345512,-71.07982635,0,11 am - 1 pm,60.12
Titus Sparrow Park,42.34345512,-71.07982635,0,12 am - 2 am,59.03
Titus Sparrow Park,42.34345512,-71.07982635,0,2 pm - 4 pm,59.99
Titus Sparrow Park,42.34345512,-71.07982635,0,3 am - 7 am,57.24
Titus Sparrow Park,42.34345512,-71.07982635,0,5 pm - 8 pm,59.79
Titus Sparrow Park,42.34345512,-71.07982635,0,8 am - 10 am,58.82
Titus Sparrow Park,42.34345512,-71.07982635,0,9 pm - 11 pm,59.7
Titus Sparrow Park,42.34345512,-71.07982635,1,11 am - 1 pm,59.69
Titus Sparrow Park,42.34345512,-71.07982635,1,12 am - 2 am,58.86
Titus Sparrow Park,42.34345512,-71.07982635,1,2 pm - 4 pm,59.69
Titus Sparrow Park,42.34345512,-71.07982635,1,3 am - 7 am,57.04
Titus Sparrow Park,42.34345512,-71.07982635,1,5 pm - 8 pm,59.55
Titus Sparrow Park,42.34345512,-71.07982635,1,8 am - 10 am,58.49
Titus Sparrow Park,42.34345512,-71.07982635,1,9 pm - 11 pm,59.27
Turner's Pond,42.26005466,-71.07499657,0,11 am - 1 pm,66.84
Turner's Pond,42.26005466,-71.07499657,0,12 am - 2 am,62.83
Turner's Pond,42.26005466,-71.07499657,0,2 pm - 4 pm,66.74
Turner's Pond,42.26005466,-71.07499657,0,3 am - 7 am,59.82
Turner's Pond,42.26005466,-71.07499657,0,5 pm - 8 pm,64.89
Turner's Pond,42.26005466,-71.07499657,0,8 am - 10 am,63.71
Turner's Pond,42.26005466,-71.07499657,0,9 pm - 11 pm,64.43
Turner's Pond,42.26005466,-71.07499657,1,11 am - 1 pm,66.22
Turner's Pond,42.26005466,-71.07499657,1,12 am - 2 am,62.59
Turner's Pond,42.26005466,-71.07499657,1,2 pm - 4 pm,65.95
Turner's Pond,42.26005466,-71.07499657,1,3 am - 7 am,59.48
Turner's Pond,42.26005466,-71.07499657,1,5 pm - 8 pm,64.28
Turner's Pond,42.26005466,-71.07499657,1,8 am - 10 am,63.21
Turner's Pond,42.26005466,-71.07499657,1,9 pm - 11 pm,63.91
Victory Road Park,42.29713538,-71.04540825,0,11 am - 1 pm,55.27
Victory Road Park,42.29713538,-71.04540825,0,12 am - 2 am,61.62
Victory Road Park,42.29713538,-71.04540825,0,2 pm - 4 pm,57.98
Victory Road Park,42.29713538,-71.04540825,0,3 am - 7 am,59.15
Victory Road Park,42.29713538,-71.04540825,0,5 pm - 8 pm,59.89
Victory Road Park,42.29713538,-71.04540825,0,8 am - 10 am,58.32
Victory Road Park,42.29713538,-71.04540825,0,9 pm - 11 pm,60.52
Victory Road Park,42.29713538,-71.04540825,1,11 am - 1 pm,55.01
Victory Road Park,42.29713538,-71.04540825,1,12 am - 2 am,61.28
Victory Road Park,42.29713538,-71.04540825,1,2 pm - 4 pm,57.87
Victory Road Park,42.29713538,-71.04540825,1,3 am - 7 am,58.77
Victory Road Park,42.29713538,-71.04540825,1,5 pm - 8 pm,59.73
Victory Road Park,42.29713538,-71.04540825,1,8 am - 10 am,58.01
Victory Road Park,42.29713538,-71.04540825,1,9 pm - 11 pm,60.27
Walden Pond State Reservation,42.4417274,-71.3369204,0,11 am - 1 pm,67.02
Walden Pond State Reservation,42.4417274,-71.3369204,0,12 am - 2 am,65.74
Walden Pond State Reservation,42.4417274,-71.3369204,0,2 pm - 4 pm,67.26
Walden Pond State Reservation,42.4417274,-71.3369204,0,3 am - 7 am,63.58
Walden Pond State Reservation,42.4417274,-71.3369204,0,5 pm - 8 pm,67.12
Walden Pond State Reservation,42.4417274,-71.3369204,0,8 am - 10 am,64.88
Walden Pond State Reservation,42.4417274,-71.3369204,0,9 pm - 11 pm,67.05
Walden Pond State Reservation,42.4417274,-71.3369204,1,11 am - 1 pm,67.13
Walden Pond State Reservation,42.4417274,-71.3369204,1,12 am - 2 am,65.88
Walden Pond State Reservation,42.4417274,-71.3369204,1,2 pm - 4 pm,67.36
Walden Pond State Reservation,42.4417274,-71.3369204,1,3 am - 7 am,63.55
Walden Pond State Reservation,42.4417274,-71.3369204,1,5 pm - 8 pm,67.18
Walden Pond State Reservation,42.4417274,-71.3369204,1,8 am - 10 am,64.91
Walden Pond State Reservation,42.4417274,-71.3369204,1,9 pm - 11 pm,67.05
Waldstein Park,42.336428000000005,-71.143192,0,11 am - 1 pm,67.61
Waldstein Park,42.336428000000005,-71.143192,0,12 am - 2 am,63.2
Waldstein Park,42.336428000000005,-71.143192,0,2 pm - 4 pm,67.99
Waldstein Park,42.336428000000005,-71.143192,0,3 am - 7 am,63.1
Waldstein Park,42.336428000000005,-71.143192,0,5 pm - 8 pm,65.27
Waldstein Park,42.336428000000005,-71.143192,0,8 am - 10 am,66.47
Waldstein Park,42.336428000000005,-71.143192,0,9 pm - 11 pm,63.87
Waldstein Park,42.336428000000005,-71.143192,1,11 am - 1 pm,66.82
Waldstein Park,42.336428000000005,-71.143192,1,12 am - 2 am,62.8
Waldstein Park,42.336428000000005,-71.143192,1,2 pm - 4 pm,67.12
Waldstein Park,42.336428000000005,-71.143192,1,3 am - 7 am,62.45
Waldstein Park,42.336428000000005,-71.143192,1,5 pm - 8 pm,64.65
Waldstein Park,42.336428000000005,-71.143192,1,8 am - 10 am,65.65
Waldstein Park,42.336428000000005,-71.143192,1,9 pm - 11 pm,63.38
Webb Memorial State Park,42.257546000000005,-70.922752,0,11 am - 1 pm,65.2
Webb Memorial State Park,42.257546000000005,-70.922752,0,12 am - 2 am,64.18
Webb Memorial State Park,42.257546000000005,-70.922752,0,2 pm - 4 pm,65.47
Webb Memorial State Park,42.257546000000005,-70.922752,0,3 am - 7 am,62.48
Webb Memorial State Park,42.257546000000005,-70.922752,0,5 pm - 8 pm,65.39
Webb Memorial State Park,42.257546000000005,-70.922752,0,8 am - 10 am,63.6
Webb Memorial State Park,42.257546000000005,-70.922752,0,9 pm - 11 pm,65.21
Webb Memorial State Park,42.257546000000005,-70.922752,1,11 am - 1 pm,65.31
Webb Memorial State Park,42.257546000000005,-70.922752,1,12 am - 2 am,64.32
Webb Memorial State Park,42.257546000000005,-70.922752,1,2 pm - 4 pm,65.59
Webb Memorial State Park,42.257546000000005,-70.922752,1,3 am - 7 am,62.48
Webb Memorial State Park,42.257546000000005,-70.922752,1,5 pm - 8 pm,65.49
Webb Memorial State Park,42.257546000000005,-70.922752,1,8 am - 10 am,63.64
Webb Memorial State Park,42.257546000000005,-70.922752,1,9 pm - 11 pm,65.27
Wompatuck State Park,42.2162595,-70.86559817,0,11 am - 1 pm,67.02
Wompatuck State Park,42.2162595,-70.86559817,0,12 am - 2 am,65.73
Wompatuck State Park,42.2162595,-70.86559817,0,2 pm - 4 pm,67.26
Wompatuck State Park,42.2162595,-70.86559817,0,3 am - 7 am,63.58
Wompatuck State Park,42.2162595,-70.86559817,0,5 pm - 8 pm,67.12
