lat,lng
42.27033898305085,-71.18193050193051
42.27033898305085,-71.18293436293436
42.27033898305085,-71.18393822393823
42.27033898305085,-71.1849420849421
42.27033898305085,-71.18594594594595
42.27033898305085,-71.18694980694981
42.27033898305085,-71.18795366795366
42.27033898305085,-71.18895752895753
42.27033898305085,-71.1899613899614
42.27033898305085,-71.19096525096525
42.27033898305085,-71.19196911196912
42.27033898305085,-71.19297297297298
42.27033898305085,-71.19397683397683
42.27033898305085,-71.1949806949807
42.27033898305085,-71.19598455598455
42.27033898305085,-71.19698841698842
42.27033898305085,-71.19799227799228
42.27033898305085,-71.19899613899614
42.27033898305085,-71.2
42.27135028248588,-70.94
42.27135028248588,-70.95104247104247
42.27135028248588,-70.95204633204634
42.27135028248588,-70.95305019305019
42.27135028248588,-70.95405405405405
42.27135028248588,-70.9550579150579
42.27135028248588,-70.99722007722008
42.27135028248588,-71.00023166023166
42.27135028248588,-71.00123552123551
42.27135028248588,-71.00223938223938
42.27135028248588,-71.00324324324325
42.27135028248588,-71.0042471042471
42.27135028248588,-71.00525096525097
42.27135028248588,-71.00625482625483
42.27135028248588,-71.00725868725868
42.27135028248588,-71.00826254826255
42.27135028248588,-71.0092664092664
42.27135028248588,-71.01027027027027
42.27135028248588,-71.01127413127413
42.27135028248588,-71.01227799227799
42.27135028248588,-71.01328185328185
42.27135028248588,-71.01428571428572
42.27135028248588,-71.01528957528957
42.27135028248588,-71.01629343629344
42.27135028248588,-71.01729729729729
42.27135028248588,-71.01830115830116
42.27135028248588,-71.01930501930502
42.27135028248588,-71.02030888030887
42.27135028248588,-71.02131274131274
42.27135028248588,-71.02231660231661
42.27135028248588,-71.02332046332046
42.27135028248588,-71.02432432432433
42.27135028248588,-71.02532818532818
42.27135028248588,-71.02633204633204
42.27135028248588,-71.02733590733591
42.27135028248588,-71.02833976833976
42.27135028248588,-71.02934362934363
42.27135028248588,-71.0303474903475
42.27135028248588,-71.03135135135135
42.27135028248588,-71.03235521235521
42.27135028248588,-71.03335907335908
42.27135028248588,-71.03436293436293
42.27135028248588,-71.0353667953668
42.27135028248588,-71.03637065637065
42.27135028248588,-71.03737451737452
42.27135028248588,-71.03837837837838
42.27135028248588,-71.03938223938223
42.27135028248588,-71.0403861003861
42.27135028248588,-71.04138996138997
42.27135028248588,-71.04239382239382
42.27135028248588,-71.04339768339769
42.27135028248588,-71.04440154440154
42.27135028248588,-71.0454054054054
42.27135028248588,-71.04640926640927
42.27135028248588,-71.04741312741312
42.27135028248588,-71.04841698841699
42.27135028248588,-71.04942084942086
42.27135028248588,-71.0504247104247
42.27135028248588,-71.05142857142857
42.27135028248588,-71.05745173745174
42.27135028248588,-71.0584555984556
42.27135028248588,-71.05945945945946
42.27135028248588,-71.06046332046333
42.27135028248588,-71.06146718146718
42.27135028248588,-71.06247104247105
42.27135028248588,-71.0634749034749
42.27135028248588,-71.06447876447876
42.27135028248588,-71.06548262548263
42.27135028248588,-71.06849420849422
42.27135028248588,-71.06949806949807
42.27135028248588,-71.07050193050193
42.27135028248588,-71.07150579150579
42.27135028248588,-71.07250965250965
42.27135028248588,-71.07351351351352
42.27135028248588,-71.07451737451737
42.27135028248588,-71.07552123552124
42.27135028248588,-71.0765250965251
42.27135028248588,-71.07752895752895
42.27135028248588,-71.07853281853282
42.27135028248588,-71.07953667953667
42.27135028248588,-71.08054054054054
42.27135028248588,-71.0815444015444
42.27135028248588,-71.08254826254826
42.27135028248588,-71.08355212355212
42.27135028248588,-71.08455598455599
42.27135028248588,-71.08555984555984
42.27135028248588,-71.08656370656371
42.27135028248588,-71.08756756756758
42.27135028248588,-71.08857142857143
42.27135028248588,-71.0895752895753
42.27135028248588,-71.09057915057915
42.27135028248588,-71.09158301158301
42.27135028248588,-71.09258687258688
42.27135028248588,-71.09359073359073
42.27135028248588,-71.0945945945946
42.27135028248588,-71.09559845559846
42.27135028248588,-71.09660231660231
42.27135028248588,-71.09760617760618
42.27135028248588,-71.09861003861003
42.27135028248588,-71.0996138996139
42.27135028248588,-71.10061776061777
42.27135028248588,-71.10162162162162
42.27135028248588,-71.10262548262548
42.27135028248588,-71.10362934362935
42.27135028248588,-71.1046332046332
42.27135028248588,-71.10563706563707
42.27135028248588,-71.10664092664092
42.27135028248588,-71.10764478764479
42.27135028248588,-71.10864864864865
42.27135028248588,-71.1096525096525
42.27135028248588,-71.11065637065637
42.27135028248588,-71.11166023166024
42.27135028248588,-71.11266409266409
42.27135028248588,-71.11366795366796
42.27135028248588,-71.11467181467182
42.27135028248588,-71.11567567567567
42.27135028248588,-71.11667953667954
42.27135028248588,-71.1176833976834
42.27135028248588,-71.11868725868726
42.27135028248588,-71.11969111969113
42.27135028248588,-71.12069498069498
42.27135028248588,-71.12169884169884
42.27135028248588,-71.12270270270271
42.27135028248588,-71.12370656370656
42.27135028248588,-71.12471042471043
42.27135028248588,-71.12571428571428
42.27135028248588,-71.12671814671815
42.27135028248588,-71.12772200772201
42.27135028248588,-71.12872586872587
42.27135028248588,-71.12972972972973
42.27135028248588,-71.1307335907336
42.27135028248588,-71.13173745173745
42.27135028248588,-71.13274131274132
42.27135028248588,-71.13374517374517
42.27135028248588,-71.13474903474903
42.27135028248588,-71.1357528957529
42.27135028248588,-71.13675675675675
42.27135028248588,-71.13776061776062
42.27135028248588,-71.13876447876449
42.27135028248588,-71.13976833976834
42.27135028248588,-71.1407722007722
42.27135028248588,-71.14177606177606
42.27135028248588,-71.14277992277992
42.27135028248588,-71.14378378378379
42.27135028248588,-71.14478764478764
42.27135028248588,-71.14579150579151
42.27135028248588,-71.14679536679537
42.27135028248588,-71.14779922779923
42.27135028248588,-71.14880308880309
42.27135028248588,-71.14980694980696
42.27135028248588,-71.15081081081081
42.27135028248588,-71.15181467181468
42.27135028248588,-71.15281853281853
42.27135028248588,-71.1538223938224
42.27135028248588,-71.15482625482626
42.27135028248588,-71.15583011583011
42.27135028248588,-71.15683397683398
42.27135028248588,-71.15783783783785
42.27135028248588,-71.1588416988417
42.27135028248588,-71.15984555984556
42.27135028248588,-71.16084942084942
42.27135028248588,-71.16185328185328
42.27135028248588,-71.16285714285715
42.27135028248588,-71.163861003861
42.27135028248588,-71.16486486486487
42.27135028248588,-71.16586872586873
42.27135028248588,-71.16687258687259
42.27135028248588,-71.16787644787645
42.27135028248588,-71.1688803088803
42.27135028248588,-71.16988416988417
42.27135028248588,-71.17088803088804
42.27135028248588,-71.17189189189189
42.27135028248588,-71.17289575289576
42.27135028248588,-71.17389961389962
42.27135028248588,-71.17490347490347
42.27135028248588,-71.17590733590734
42.27135028248588,-71.1769111969112
42.27135028248588,-71.17791505791506
42.27135028248588,-71.17891891891892
42.27135028248588,-71.17992277992278
42.27135028248588,-71.18092664092664
42.27135028248588,-71.18193050193051
42.27135028248588,-71.18293436293436
42.27135028248588,-71.18393822393823
42.27135028248588,-71.1849420849421
42.27135028248588,-71.18594594594595
42.27135028248588,-71.18694980694981
42.27135028248588,-71.18795366795366
42.27135028248588,-71.18895752895753
42.27135028248588,-71.1899613899614
42.27135028248588,-71.19096525096525
42.27135028248588,-71.19196911196912
42.27135028248588,-71.19297297297298
42.27135028248588,-71.19397683397683
42.27135028248588,-71.1949806949807
42.27135028248588,-71.19598455598455
42.27135028248588,-71.19698841698842
42.27135028248588,-71.19799227799228
42.27135028248588,-71.19899613899614
42.27135028248588,-71.2
42.272361581920904,-70.94
42.272361581920904,-70.9500386100386
42.272361581920904,-70.95104247104247
42.272361581920904,-70.95204633204634
42.272361581920904,-70.95305019305019
42.272361581920904,-70.95405405405405
42.272361581920904,-70.99822393822394
42.272361581920904,-70.9992277992278
42.272361581920904,-71.00023166023166
42.272361581920904,-71.00123552123551
42.272361581920904,-71.00223938223938
42.272361581920904,-71.00324324324325
42.272361581920904,-71.0042471042471
42.272361581920904,-71.00525096525097
42.272361581920904,-71.00625482625483
42.272361581920904,-71.00725868725868
42.272361581920904,-71.00826254826255
42.272361581920904,-71.0092664092664
42.272361581920904,-71.01027027027027
42.272361581920904,-71.01127413127413
42.272361581920904,-71.01227799227799
42.272361581920904,-71.01328185328185
42.272361581920904,-71.01428571428572
42.272361581920904,-71.01528957528957
42.272361581920904,-71.01629343629344
42.272361581920904,-71.01729729729729
42.272361581920904,-71.01830115830116
42.272361581920904,-71.01930501930502
42.272361581920904,-71.02030888030887
42.272361581920904,-71.02131274131274
42.272361581920904,-71.02231660231661
42.272361581920904,-71.02332046332046
42.272361581920904,-71.02432432432433
42.272361581920904,-71.02532818532818
42.272361581920904,-71.02633204633204
42.272361581920904,-71.02733590733591
42.272361581920904,-71.02833976833976
42.272361581920904,-71.02934362934363
42.272361581920904,-71.0303474903475
42.272361581920904,-71.03135135135135
42.272361581920904,-71.03235521235521
42.272361581920904,-71.03335907335908
42.272361581920904,-71.03436293436293
42.272361581920904,-71.0353667953668
42.272361581920904,-71.03637065637065
42.272361581920904,-71.03737451737452
42.272361581920904,-71.03837837837838
42.272361581920904,-71.03938223938223
42.272361581920904,-71.0403861003861
42.272361581920904,-71.04138996138997
42.272361581920904,-71.04239382239382
42.272361581920904,-71.04339768339769
42.272361581920904,-71.04440154440154
42.272361581920904,-71.0454054054054
42.272361581920904,-71.04640926640927
42.272361581920904,-71.04741312741312
42.272361581920904,-71.04841698841699
42.272361581920904,-71.04942084942086
42.272361581920904,-71.0504247104247
42.272361581920904,-71.05142857142857
42.272361581920904,-71.05243243243243
42.272361581920904,-71.05444015444016
42.272361581920904,-71.05544401544401
42.272361581920904,-71.05644787644788
42.272361581920904,-71.05745173745174
42.272361581920904,-71.0584555984556
42.272361581920904,-71.05945945945946
42.272361581920904,-71.06046332046333
42.272361581920904,-71.06146718146718
42.272361581920904,-71.06247104247105
42.272361581920904,-71.0634749034749
42.272361581920904,-71.06447876447876
42.272361581920904,-71.06548262548263
42.272361581920904,-71.06648648648648
42.272361581920904,-71.06749034749035
42.272361581920904,-71.06849420849422
42.272361581920904,-71.06949806949807
42.272361581920904,-71.07050193050193
42.272361581920904,-71.07150579150579
42.272361581920904,-71.07250965250965
42.272361581920904,-71.07351351351352
42.272361581920904,-71.07451737451737
42.272361581920904,-71.07552123552124
42.272361581920904,-71.0765250965251
42.272361581920904,-71.07752895752895
42.272361581920904,-71.07853281853282
42.272361581920904,-71.07953667953667
42.272361581920904,-71.08054054054054
42.272361581920904,-71.0815444015444
42.272361581920904,-71.08254826254826
42.272361581920904,-71.08355212355212
42.272361581920904,-71.08455598455599
42.272361581920904,-71.08555984555984
42.272361581920904,-71.08656370656371
42.272361581920904,-71.08756756756758
42.272361581920904,-71.08857142857143
42.272361581920904,-71.0895752895753
42.272361581920904,-71.09057915057915
42.272361581920904,-71.09158301158301
42.272361581920904,-71.09258687258688
42.272361581920904,-71.09359073359073
42.272361581920904,-71.0945945945946
42.272361581920904,-71.09559845559846
42.272361581920904,-71.09660231660231
42.272361581920904,-71.09760617760618
42.272361581920904,-71.09861003861003
42.272361581920904,-71.0996138996139
42.272361581920904,-71.10061776061777
42.272361581920904,-71.10162162162162
42.272361581920904,-71.10262548262548
42.272361581920904,-71.10362934362935
42.272361581920904,-71.1046332046332
42.272361581920904,-71.10563706563707
42.272361581920904,-71.10664092664092
42.272361581920904,-71.10764478764479
42.272361581920904,-71.10864864864865
42.272361581920904,-71.1096525096525
42.272361581920904,-71.11065637065637
42.272361581920904,-71.11166023166024
42.272361581920904,-71.11266409266409
42.272361581920904,-71.11366795366796
42.272361581920904,-71.11467181467182
42.272361581920904,-71.11567567567567
42.272361581920904,-71.11667953667954
42.272361581920904,-71.1176833976834
42.272361581920904,-71.11868725868726
42.272361581920904,-71.11969111969113
42.272361581920904,-71.12069498069498
42.272361581920904,-71.12169884169884
42.272361581920904,-71.12270270270271
42.272361581920904,-71.12370656370656
42.272361581920904,-71.12471042471043
42.272361581920904,-71.12571428571428
42.272361581920904,-71.12671814671815
42.272361581920904,-71.12772200772201
42.272361581920904,-71.12872586872587
42.272361581920904,-71.12972972972973
42.272361581920904,-71.1307335907336
42.272361581920904,-71.13173745173745
42.272361581920904,-71.13274131274132
42.272361581920904,-71.13374517374517
42.272361581920904,-71.13474903474903
42.272361581920904,-71.1357528957529
42.272361581920904,-71.13675675675675
42.272361581920904,-71.13776061776062
42.272361581920904,-71.13876447876449
42.272361581920904,-71.13976833976834
42.272361581920904,-71.1407722007722
42.272361581920904,-71.14177606177606
42.272361581920904,-71.14277992277992
42.272361581920904,-71.14378378378379
42.272361581920904,-71.14478764478764
42.272361581920904,-71.14579150579151
42.272361581920904,-71.14679536679537
42.272361581920904,-71.14779922779923
42.272361581920904,-71.14880308880309
42.272361581920904,-71.14980694980696
42.272361581920904,-71.15081081081081
42.272361581920904,-71.15181467181468
42.272361581920904,-71.15281853281853
42.272361581920904,-71.1538223938224
42.272361581920904,-71.15482625482626
42.272361581920904,-71.15583011583011
42.272361581920904,-71.15683397683398
42.272361581920904,-71.15783783783785
42.272361581920904,-71.1588416988417
42.272361581920904,-71.15984555984556
42.272361581920904,-71.16084942084942
42.272361581920904,-71.16185328185328
42.272361581920904,-71.16285714285715
42.272361581920904,-71.163861003861
42.272361581920904,-71.16486486486487
42.272361581920904,-71.16586872586873
42.272361581920904,-71.16687258687259
42.272361581920904,-71.16787644787645
42.272361581920904,-71.1688803088803
42.272361581920904,-71.16988416988417
42.272361581920904,-71.17088803088804
42.272361581920904,-71.17189189189189
42.272361581920904,-71.17289575289576
42.272361581920904,-71.17389961389962
42.272361581920904,-71.17490347490347
42.272361581920904,-71.17590733590734
42.272361581920904,-71.1769111969112
42.272361581920904,-71.17791505791506
42.272361581920904,-71.17891891891892
42.272361581920904,-71.17992277992278
42.272361581920904,-71.18092664092664
42.272361581920904,-71.18193050193051
42.272361581920904,-71.18293436293436
42.272361581920904,-71.18393822393823
42.272361581920904,-71.1849420849421
42.272361581920904,-71.18594594594595
42.272361581920904,-71.18694980694981
42.272361581920904,-71.18795366795366
42.272361581920904,-71.18895752895753
42.272361581920904,-71.1899613899614
42.272361581920904,-71.19096525096525
42.272361581920904,-71.19196911196912
42.272361581920904,-71.19297297297298
42.272361581920904,-71.19397683397683
42.272361581920904,-71.1949806949807
42.272361581920904,-71.19598455598455
42.272361581920904,-71.19698841698842
42.272361581920904,-71.19799227799228
42.272361581920904,-71.19899613899614
42.272361581920904,-71.2
42.27337288135593,-70.94
42.27337288135593,-70.9500386100386
42.27337288135593,-70.95104247104247
42.27337288135593,-70.95204633204634
42.27337288135593,-70.95305019305019
42.27337288135593,-71.00023166023166
42.27337288135593,-71.00123552123551
42.27337288135593,-71.00223938223938
42.27337288135593,-71.00324324324325
42.27337288135593,-71.0042471042471
42.27337288135593,-71.00525096525097
42.27337288135593,-71.00625482625483
42.27337288135593,-71.00725868725868
42.27337288135593,-71.00826254826255
42.27337288135593,-71.0092664092664
42.27337288135593,-71.01027027027027
42.27337288135593,-71.01127413127413
42.27337288135593,-71.01227799227799
42.27337288135593,-71.01328185328185
42.27337288135593,-71.01428571428572
42.27337288135593,-71.01528957528957
42.27337288135593,-71.01629343629344
42.27337288135593,-71.01729729729729
42.27337288135593,-71.01830115830116
42.27337288135593,-71.01930501930502
42.27337288135593,-71.02030888030887
42.27337288135593,-71.02131274131274
42.27337288135593,-71.02231660231661
42.27337288135593,-71.02332046332046
42.27337288135593,-71.02432432432433
42.27337288135593,-71.02532818532818
42.27337288135593,-71.02633204633204
42.27337288135593,-71.02733590733591
42.27337288135593,-71.02833976833976
42.27337288135593,-71.02934362934363
42.27337288135593,-71.0303474903475
42.27337288135593,-71.03135135135135
42.27337288135593,-71.03235521235521
42.27337288135593,-71.03335907335908
42.27337288135593,-71.03436293436293
42.27337288135593,-71.0353667953668
42.27337288135593,-71.03637065637065
42.27337288135593,-71.03737451737452
42.27337288135593,-71.03837837837838
42.27337288135593,-71.03938223938223
42.27337288135593,-71.0403861003861
42.27337288135593,-71.04138996138997
42.27337288135593,-71.04239382239382
42.27337288135593,-71.04339768339769
42.27337288135593,-71.04440154440154
42.27337288135593,-71.0454054054054
42.27337288135593,-71.04640926640927
42.27337288135593,-71.04741312741312
42.27337288135593,-71.04841698841699
42.27337288135593,-71.04942084942086
42.27337288135593,-71.0504247104247
42.27337288135593,-71.05142857142857
42.27337288135593,-71.05243243243243
42.27337288135593,-71.05544401544401
42.27337288135593,-71.05644787644788
42.27337288135593,-71.05745173745174
42.27337288135593,-71.0584555984556
42.27337288135593,-71.05945945945946
42.27337288135593,-71.06046332046333
42.27337288135593,-71.06146718146718
42.27337288135593,-71.06247104247105
42.27337288135593,-71.0634749034749
42.27337288135593,-71.06447876447876
42.27337288135593,-71.06548262548263
42.27337288135593,-71.06648648648648
42.27337288135593,-71.06749034749035
42.27337288135593,-71.06849420849422
42.27337288135593,-71.06949806949807
42.27337288135593,-71.07050193050193
42.27337288135593,-71.07150579150579
42.27337288135593,-71.07250965250965
42.27337288135593,-71.07351351351352
42.27337288135593,-71.07451737451737
42.27337288135593,-71.07552123552124
42.27337288135593,-71.0765250965251
42.27337288135593,-71.07752895752895
42.27337288135593,-71.07853281853282
42.27337288135593,-71.07953667953667
42.27337288135593,-71.08054054054054
42.27337288135593,-71.0815444015444
42.27337288135593,-71.08254826254826
42.27337288135593,-71.08355212355212
42.27337288135593,-71.08455598455599
42.27337288135593,-71.08555984555984
42.27337288135593,-71.08656370656371
42.27337288135593,-71.08756756756758
42.27337288135593,-71.08857142857143
42.27337288135593,-71.0895752895753
42.27337288135593,-71.09057915057915
42.27337288135593,-71.09158301158301
42.27337288135593,-71.09258687258688
42.27337288135593,-71.09359073359073
42.27337288135593,-71.0945945945946
42.27337288135593,-71.09559845559846
42.27337288135593,-71.09660231660231
42.27337288135593,-71.09760617760618
42.27337288135593,-71.09861003861003
42.27337288135593,-71.0996138996139
42.27337288135593,-71.10061776061777
42.27337288135593,-71.10162162162162
42.27337288135593,-71.10262548262548
42.27337288135593,-71.10362934362935
42.27337288135593,-71.1046332046332
42.27337288135593,-71.10563706563707
42.27337288135593,-71.10664092664092
42.27337288135593,-71.10764478764479
42.27337288135593,-71.10864864864865
42.27337288135593,-71.1096525096525
42.27337288135593,-71.11065637065637
42.27337288135593,-71.11166023166024
42.27337288135593,-71.11266409266409
42.27337288135593,-71.11366795366796
42.27337288135593,-71.11467181467182
42.27337288135593,-71.11567567567567
42.27337288135593,-71.11667953667954
42.27337288135593,-71.1176833976834
42.27337288135593,-71.11868725868726
42.27337288135593,-71.11969111969113
42.27337288135593,-71.12069498069498
42.27337288135593,-71.12169884169884
42.27337288135593,-71.12270270270271
42.27337288135593,-71.12370656370656
42.27337288135593,-71.12471042471043
42.27337288135593,-71.12571428571428
42.27337288135593,-71.12671814671815
42.27337288135593,-71.12772200772201
42.27337288135593,-71.12872586872587
42.27337288135593,-71.12972972972973
42.27337288135593,-71.1307335907336
42.27337288135593,-71.13173745173745
42.27337288135593,-71.13274131274132
42.27337288135593,-71.13374517374517
42.27337288135593,-71.13474903474903
42.27337288135593,-71.1357528957529
42.27337288135593,-71.13675675675675
42.27337288135593,-71.13776061776062
42.27337288135593,-71.13876447876449
42.27337288135593,-71.13976833976834
42.27337288135593,-71.1407722007722
42.27337288135593,-71.14177606177606
42.27337288135593,-71.14277992277992
42.27337288135593,-71.14378378378379
42.27337288135593,-71.14478764478764
42.27337288135593,-71.14579150579151
42.27337288135593,-71.14679536679537
42.27337288135593,-71.14779922779923
42.27337288135593,-71.14880308880309
42.27337288135593,-71.14980694980696
42.27337288135593,-71.15081081081081
42.27337288135593,-71.15181467181468
42.27337288135593,-71.15281853281853
42.27337288135593,-71.1538223938224
42.27337288135593,-71.15482625482626
42.27337288135593,-71.15583011583011
42.27337288135593,-71.15683397683398
42.27337288135593,-71.15783783783785
42.27337288135593,-71.1588416988417
42.27337288135593,-71.15984555984556
42.27337288135593,-71.16084942084942
42.27337288135593,-71.16185328185328
42.27337288135593,-71.16285714285715
42.27337288135593,-71.163861003861
42.27337288135593,-71.16486486486487
42.27337288135593,-71.16586872586873
42.27337288135593,-71.16687258687259
42.27337288135593,-71.16787644787645
42.27337288135593,-71.1688803088803
42.27337288135593,-71.16988416988417
42.27337288135593,-71.17088803088804
42.27337288135593,-71.17189189189189
42.27337288135593,-71.17289575289576
42.27337288135593,-71.17389961389962
42.27337288135593,-71.17490347490347
42.27337288135593,-71.17590733590734
42.27337288135593,-71.1769111969112
42.27337288135593,-71.17791505791506
42.27337288135593,-71.17891891891892
42.27337288135593,-71.17992277992278
42.27337288135593,-71.18092664092664
42.27337288135593,-71.18193050193051
42.27337288135593,-71.18293436293436
42.27337288135593,-71.18393822393823
42.27337288135593,-71.1849420849421
42.27337288135593,-71.18594594594595
42.27337288135593,-71.18694980694981
42.27337288135593,-71.18795366795366
42.27337288135593,-71.18895752895753
42.27337288135593,-71.1899613899614
42.27337288135593,-71.19096525096525
42.27337288135593,-71.19196911196912
42.27337288135593,-71.19297297297298
42.27337288135593,-71.19397683397683
42.27337288135593,-71.1949806949807
42.27337288135593,-71.19598455598455
42.27337288135593,-71.19698841698842
42.27337288135593,-71.19799227799228
42.27337288135593,-71.19899613899614
42.27337288135593,-71.2
42.27438418079096,-70.94
42.27438418079096,-70.9500386100386
42.27438418079096,-70.95104247104247
42.27438418079096,-70.95204633204634
42.27438418079096,-70.95305019305019
42.27438418079096,-71.00123552123551
42.27438418079096,-71.00223938223938
42.27438418079096,-71.00324324324325
42.27438418079096,-71.0042471042471
42.27438418079096,-71.00525096525097
42.27438418079096,-71.00625482625483
42.27438418079096,-71.00725868725868
42.27438418079096,-71.00826254826255
42.27438418079096,-71.0092664092664
42.27438418079096,-71.01027027027027
42.27438418079096,-71.01127413127413
42.27438418079096,-71.01227799227799
42.27438418079096,-71.01328185328185
42.27438418079096,-71.01428571428572
42.27438418079096,-71.01528957528957
42.27438418079096,-71.01629343629344
42.27438418079096,-71.01729729729729
42.27438418079096,-71.01830115830116
42.27438418079096,-71.01930501930502
42.27438418079096,-71.02030888030887
42.27438418079096,-71.02131274131274
42.27438418079096,-71.02231660231661
42.27438418079096,-71.02332046332046
42.27438418079096,-71.02432432432433
42.27438418079096,-71.02532818532818
42.27438418079096,-71.02633204633204
42.27438418079096,-71.02733590733591
42.27438418079096,-71.02833976833976
42.27438418079096,-71.02934362934363
42.27438418079096,-71.0303474903475
42.27438418079096,-71.03135135135135
42.27438418079096,-71.03235521235521
42.27438418079096,-71.03335907335908
42.27438418079096,-71.03436293436293
42.27438418079096,-71.0353667953668
42.27438418079096,-71.03637065637065
42.27438418079096,-71.03737451737452
42.27438418079096,-71.03837837837838
42.27438418079096,-71.03938223938223
42.27438418079096,-71.0403861003861
42.27438418079096,-71.04138996138997
42.27438418079096,-71.04239382239382
42.27438418079096,-71.04339768339769
42.27438418079096,-71.04440154440154
42.27438418079096,-71.0454054054054
42.27438418079096,-71.04640926640927
42.27438418079096,-71.04741312741312
42.27438418079096,-71.04841698841699
42.27438418079096,-71.04942084942086
42.27438418079096,-71.0504247104247
42.27438418079096,-71.05142857142857
42.27438418079096,-71.05243243243243
42.27438418079096,-71.05343629343629
42.27438418079096,-71.05644787644788
42.27438418079096,-71.05745173745174
42.27438418079096,-71.0584555984556
42.27438418079096,-71.05945945945946
42.27438418079096,-71.06046332046333
42.27438418079096,-71.06146718146718
42.27438418079096,-71.06247104247105
42.27438418079096,-71.0634749034749
42.27438418079096,-71.06447876447876
42.27438418079096,-71.06548262548263
42.27438418079096,-71.06648648648648
42.27438418079096,-71.06749034749035
42.27438418079096,-71.06849420849422
42.27438418079096,-71.06949806949807
42.27438418079096,-71.07050193050193
42.27438418079096,-71.07150579150579
42.27438418079096,-71.07250965250965
42.27438418079096,-71.07351351351352
42.27438418079096,-71.07451737451737
42.27438418079096,-71.07552123552124
42.27438418079096,-71.0765250965251
42.27438418079096,-71.07752895752895
42.27438418079096,-71.07853281853282
42.27438418079096,-71.07953667953667
42.27438418079096,-71.08054054054054
42.27438418079096,-71.0815444015444
42.27438418079096,-71.08254826254826
42.27438418079096,-71.08355212355212
42.27438418079096,-71.08455598455599
42.27438418079096,-71.08555984555984
42.27438418079096,-71.08656370656371
42.27438418079096,-71.08756756756758
42.27438418079096,-71.08857142857143
42.27438418079096,-71.0895752895753
42.27438418079096,-71.09057915057915
42.27438418079096,-71.09158301158301
42.27438418079096,-71.09258687258688
42.27438418079096,-71.09359073359073
42.27438418079096,-71.0945945945946
42.27438418079096,-71.09559845559846
42.27438418079096,-71.09660231660231
42.27438418079096,-71.09760617760618
42.27438418079096,-71.09861003861003
42.27438418079096,-71.0996138996139
42.27438418079096,-71.10061776061777
42.27438418079096,-71.10162162162162
42.27438418079096,-71.10262548262548
42.27438418079096,-71.10362934362935
42.27438418079096,-71.1046332046332
42.27438418079096,-71.10563706563707
42.27438418079096,-71.10664092664092
42.27438418079096,-71.10764478764479
42.27438418079096,-71.10864864864865
42.27438418079096,-71.1096525096525
42.27438418079096,-71.11065637065637
42.27438418079096,-71.11166023166024
42.27438418079096,-71.11266409266409
42.27438418079096,-71.11366795366796
42.27438418079096,-71.11467181467182
42.27438418079096,-71.11567567567567
42.27438418079096,-71.11667953667954
42.27438418079096,-71.1176833976834
42.27438418079096,-71.11868725868726
42.27438418079096,-71.11969111969113
42.27438418079096,-71.12069498069498
42.27438418079096,-71.12169884169884
42.27438418079096,-71.12270270270271
42.27438418079096,-71.12370656370656
42.27438418079096,-71.12471042471043
42.27438418079096,-71.12571428571428
42.27438418079096,-71.12671814671815
42.27438418079096,-71.12772200772201
42.27438418079096,-71.12872586872587
42.27438418079096,-71.12972972972973
42.27438418079096,-71.1307335907336
42.27438418079096,-71.13173745173745
42.27438418079096,-71.13274131274132
42.27438418079096,-71.13374517374517
42.27438418079096,-71.13474903474903
42.27438418079096,-71.1357528957529
42.27438418079096,-71.13675675675675
42.27438418079096,-71.13776061776062
42.27438418079096,-71.13876447876449
42.27438418079096,-71.13976833976834
42.27438418079096,-71.1407722007722
42.27438418079096,-71.14177606177606
42.27438418079096,-71.14277992277992
42.27438418079096,-71.14378378378379
42.27438418079096,-71.14478764478764
42.27438418079096,-71.14579150579151
42.27438418079096,-71.14679536679537
42.27438418079096,-71.14779922779923
42.27438418079096,-71.14880308880309
42.27438418079096,-71.14980694980696
42.27438418079096,-71.15081081081081
42.27438418079096,-71.15181467181468
42.27438418079096,-71.15281853281853
42.27438418079096,-71.1538223938224
42.27438418079096,-71.15482625482626
42.27438418079096,-71.15583011583011
42.27438418079096,-71.15683397683398
42.27438418079096,-71.15783783783785
42.27438418079096,-71.1588416988417
42.27438418079096,-71.15984555984556
42.27438418079096,-71.16084942084942
42.27438418079096,-71.16185328185328
42.27438418079096,-71.16285714285715
42.27438418079096,-71.163861003861
42.27438418079096,-71.16486486486487
42.27438418079096,-71.16586872586873
42.27438418079096,-71.16687258687259
42.27438418079096,-71.16787644787645
42.27438418079096,-71.1688803088803
42.27438418079096,-71.16988416988417
42.27438418079096,-71.17088803088804
42.27438418079096,-71.17189189189189
42.27438418079096,-71.17289575289576
42.27438418079096,-71.17389961389962
42.27438418079096,-71.17490347490347
42.27438418079096,-71.17590733590734
42.27438418079096,-71.1769111969112
42.27438418079096,-71.17791505791506
42.27438418079096,-71.17891891891892
42.27438418079096,-71.17992277992278
42.27438418079096,-71.18092664092664
42.27438418079096,-71.18193050193051
42.27438418079096,-71.18293436293436
42.27438418079096,-71.18393822393823
42.27438418079096,-71.1849420849421
42.27438418079096,-71.18594594594595
42.27438418079096,-71.18694980694981
42.27438418079096,-71.18795366795366
42.27438418079096,-71.18895752895753
42.27438418079096,-71.1899613899614
42.27438418079096,-71.19096525096525
42.27438418079096,-71.19196911196912
42.27438418079096,-71.19297297297298
42.27438418079096,-71.19397683397683
