,lat,lng
0,42.283883546225326,-71.06343014439
1,42.37402923068518,-71.11890607237824
2,42.36241534488427,-71.08619149399846
3,42.2675530566276,-71.08720482389784
4,42.34908000707444,-71.06428155077408
5,42.34899686582885,-71.0955447668035
6,42.351768447168276,-71.07098957188292
7,42.34990759622841,-71.07797545385112
8,42.35302131537309,-71.06460214070319
9,42.3524741345191,-71.06258053970727
10,42.36247252009961,-71.05785165680862
11,42.36514376204707,-71.05998293525451
12,42.396751856227,-71.12223401886175
13,42.35259298236356,-71.0551716404797
14,42.42658098118991,-71.07431521650398
15,42.401740052820436,-71.0771174392871
16,42.384297418098555,-71.07693157318748
17,42.37390813270764,-71.07033821669405
18,42.37091787290778,-71.07715770740216
19,42.36674243375162,-71.06774398738428
20,42.36116074811445,-71.06183707222273
21,42.359296597794476,-71.05945866822088
22,42.35951696173239,-71.05193843413427
23,42.36899298066133,-71.039579764314
24,42.37436270225321,-71.03022450572306
25,42.379647435665184,-71.02291228733547
26,42.38684164355787,-71.00479639667265
27,42.39049646377985,-70.99714972535003
28,42.397251645798136,-70.99253225069329
29,42.40784240469527,-70.99250348708165
30,42.413433485863465,-70.99166451429093
31,42.39612102774623,-71.14207731198772
32,42.388320479649124,-71.11911421868489
33,42.36543993869211,-71.10382517952839
34,42.36116762204618,-71.07108060752532
35,42.34258168611348,-71.05717003994836
36,42.33011322504443,-71.05697754583262
37,42.31074782460861,-71.05364006128613
38,42.300001622356874,-71.06192392278751
39,42.293107449485,-71.06582888800297
40,42.279539566622425,-71.06031736180194
41,42.27241637637206,-71.0624699700577
42,42.27032710895599,-71.0672419030102
43,42.26998517317178,-71.07360913864423
44,42.26832588765107,-71.08150365121969
45,42.26751187982492,-71.09251236356303
46,42.27597638005337,-71.03044263987806
47,42.266709771673916,-71.02054283772407
48,42.25208702609175,-71.0056405432427
49,42.23329368973611,-71.00694130297313
50,42.30077124151879,-71.11419142918858
51,42.30989874395806,-71.10805939486183
52,42.317099799977264,-71.10444126791631
53,42.32317162128204,-71.09993247586225
54,42.33666615126504,-71.08950957419269
55,42.341006386286956,-71.08415064991593
56,42.347559095487554,-71.07510604125001
57,42.34576811110269,-71.08119909196739
58,42.34272033761167,-71.0849406089991
59,42.34005063269512,-71.08965205507799
60,42.33792513899186,-71.09497605136785
61,42.33614100871941,-71.09956099926083
62,42.334571049762204,-71.10372418719759
63,42.38845809974438,-71.02393379281968
64,42.3941167059675,-71.028465979263
65,42.39540238813782,-71.03346704415158
66,42.39680216828603,-71.04039297668476
67,42.37415257727208,-71.02980632882097
68,42.333745406693474,-71.10564567133301
69,42.333179408881584,-71.10958496307117
70,42.33197800809487,-71.11195066650284
71,42.32963825086081,-71.11107040777439
72,42.32831128467957,-71.1102810176662
73,42.34798228527379,-71.08731455708377
74,42.349198076859544,-71.10005558666812
75,42.349721142371195,-71.10442793941833
76,42.35004075684835,-71.10703612020447
77,42.35082168230363,-71.113506407064
78,42.351163000903185,-71.11634398541939
79,42.351489646570826,-71.11906015500422
80,42.351808874688544,-71.12171518949
81,42.35178581368055,-71.12522582974124
82,42.35041177441603,-71.13100726081863
83,42.348819512639714,-71.1343646267896
84,42.34857609489693,-71.13763680078469
85,42.34862365011508,-71.14024039474816
86,42.34412328995152,-71.14254885090166
87,42.34156149782588,-71.14632990199767
88,42.340618083156286,-71.15095131539006
89,42.33857776920604,-71.15265529694882
90,42.33945403890429,-71.15726165545566
91,42.34015543836914,-71.16702496396961
92,42.33613671455997,-71.14928663082519
93,42.33698480397019,-71.14549839254823
94,42.33771433509884,-71.14195534218004
95,42.338518819112636,-71.13844138422455
96,42.33932741611488,-71.1353670770975
97,42.33964025574707,-71.13129703297159
98,42.34005363798214,-71.1286572007751
99,42.34102836542332,-71.12578787023229
100,42.34214998585718,-71.12129543723347
101,42.343210425046884,-71.11718908594054
102,42.3440101217118,-71.11429128735939
103,42.344859916198786,-71.11117480179418
104,42.345987371728114,-71.10723956414277
105,42.34515863668257,-71.1046044278076
106,42.3416691163258,-71.10993456940278
107,42.3325946640396,-71.11682793562207
108,42.331294590546754,-71.12672740338445
109,42.33569218497068,-71.14025927244856
110,42.335139909024804,-71.14837901807375
111,42.326741781825056,-71.16460873401415
112,42.32941548736891,-71.19236980762503
113,42.32235408101263,-71.2055018581703
114,42.355433977735565,-71.0605120952585
115,42.35620326836172,-71.0623098351919
116,42.320636509688455,-71.05236076686123
117,42.358799343175214,-71.05781905415296
118,42.330867645502316,-71.09600501857891
119,42.363075210850624,-71.01836771337682
120,42.34464719467524,-71.0346373701664
121,42.335166659543674,-71.07854226690914
122,42.336249667894194,-71.07719975828209
123,42.33869085311367,-71.07375725820809
124,42.341434804433874,-71.06921600628864
125,42.34417548729828,-71.06592636924297
126,42.34639599701537,-71.06460751336678
127,42.337555034770254,-71.07539890802553
128,42.33270167416718,-71.08119881375997
129,42.34961063024418,-71.06369205121155
130,42.345103498637755,-71.0317818326377
131,42.34658843916081,-71.03511427300346
132,42.36133964715368,-71.01854353607204
133,42.364725561038355,-71.02115393310328
134,42.36723629641011,-71.01783243623771
135,42.36963803991226,-71.02102932407598
136,42.34696988822857,-71.03803715084774
137,42.3483415151873,-71.04262947987071
138,42.35238493740227,-71.046888631915
139,42.3526163094043,-71.05527658260725
140,42.34366165461652,-71.02632573570759
141,42.344737165688485,-71.0308878862185
142,42.344764495376694,-71.0289787191815
143,42.343883718296034,-71.03430510233905
144,42.35337070181593,-71.06419884195559
145,42.3548080623078,-71.06116276024314
146,42.35241526557571,-71.06256816840764
147,42.3297039932867,-71.083719313699
148,42.35189858732469,-71.05612701408651
149,42.34760064844477,-71.03635388563171
150,42.33310536534257,-71.08080190137484
151,42.3349292289388,-71.07906038116805
152,42.336324355037604,-71.07730467702902
153,42.33737104685747,-71.07587716426711
154,42.33875975518999,-71.073883299194
155,42.34137010712366,-71.06961181220046
156,42.34413393020224,-71.06579486653015
157,42.34641169302489,-71.0647196218538
158,42.349639963191926,-71.06380705552608
159,42.34444982524517,-71.02714744140341
160,42.392155912672834,-71.07712533816644
