,lat,lng,loudness,made_at,user
92,0.0,0.0,46.54,2015-04-15 19:50:25,4279
93,0.0,0.0,44.89,2015-04-15 19:50:23,4279
94,0.0,0.0,41.18,2015-04-15 19:50:21,4279
95,0.0,0.0,54.31,2015-04-15 19:50:19,4279
96,0.0,0.0,42.1,2015-04-15 19:50:17,4279
97,0.0,0.0,51.21,2015-04-15 19:50:15,4279
98,0.0,0.0,32.52,2015-04-15 19:50:13,4279
99,0.0,0.0,37.76,2015-04-15 19:50:11,4279
100,0.0,0.0,39.6,2015-04-15 19:50:09,4279
101,0.0,0.0,45.77,2015-04-15 19:50:07,4279
102,0.0,0.0,31.61,2015-04-15 19:50:05,4279
103,0.0,0.0,47.69,2015-04-15 19:50:03,4279
104,0.0,0.0,51.02,2015-04-15 19:50:01,4279
105,0.0,0.0,39.52,2015-04-15 19:49:59,4279
106,0.0,0.0,34.44,2015-04-15 19:49:57,4279
107,0.0,0.0,43.48,2015-04-15 19:49:55,4279
108,0.0,0.0,40.4,2015-04-15 19:49:53,4279
109,0.0,0.0,37.77,2015-04-15 19:49:51,4279
110,0.0,0.0,40.21,2015-04-15 19:49:49,4279
111,0.0,0.0,41.8,2015-04-15 19:49:47,4279
112,0.0,0.0,45.99,2015-04-15 19:49:45,4279
113,0.0,0.0,48.93,2015-04-15 19:49:43,4279
114,0.0,0.0,42.85,2015-04-15 19:49:41,4279
115,0.0,0.0,51.51,2015-04-15 19:49:39,4279
116,0.0,0.0,49.16,2015-04-15 19:49:37,4279
117,0.0,0.0,43.31,2015-04-15 19:49:35,4279
118,0.0,0.0,51.45,2015-04-15 19:49:33,4279
119,0.0,0.0,57.26,2015-04-15 19:49:31,4279
120,0.0,0.0,43.16,2015-04-15 19:49:29,4279
121,0.0,0.0,42.39,2015-04-15 19:49:27,4279
122,0.0,0.0,35.27,2015-04-15 19:49:25,4279
123,0.0,0.0,40.87,2015-04-15 19:49:23,4279
124,0.0,0.0,43.44,2015-04-15 19:49:21,4279
125,0.0,0.0,43.23,2015-04-15 19:49:19,4279
126,0.0,0.0,38.69,2015-04-15 19:49:17,4279
127,0.0,0.0,45.39,2015-04-15 19:49:15,4279
128,0.0,0.0,43.07,2015-04-15 19:49:13,4279
129,0.0,0.0,43.95,2015-04-15 19:49:11,4279
130,0.0,0.0,56.92,2015-04-15 19:49:09,4279
131,0.0,0.0,50.15,2015-04-15 19:49:07,4279
132,0.0,0.0,45.48,2015-04-15 19:49:05,4279
133,0.0,0.0,51.82,2015-04-15 19:49:03,4279
134,0.0,0.0,40.96,2015-04-15 19:49:01,4279
135,0.0,0.0,40.81,2015-04-15 19:48:59,4279
136,0.0,0.0,48.38,2015-04-15 19:48:57,4279
137,0.0,0.0,46.37,2015-04-15 19:48:55,4279
138,0.0,0.0,47.24,2015-04-15 19:48:53,4279
139,0.0,0.0,42.41,2015-04-15 19:48:51,4279
140,0.0,0.0,44.1,2015-04-15 19:48:49,4279
141,0.0,0.0,44.84,2015-04-15 19:48:47,4279
142,0.0,0.0,39.17,2015-04-15 19:48:45,4279
143,0.0,0.0,42.01,2015-04-15 19:48:43,4279
144,0.0,0.0,44.46,2015-04-15 19:48:41,4279
145,0.0,0.0,43.4,2015-04-15 19:48:39,4279
146,0.0,0.0,39.24,2015-04-15 19:48:37,4279
147,0.0,0.0,42.61,2015-04-15 19:48:35,4279
148,0.0,0.0,41.83,2015-04-15 19:48:33,4279
149,0.0,0.0,47.39,2015-04-15 19:48:31,4279
150,0.0,0.0,33.99,2015-04-15 19:48:29,4279
151,0.0,0.0,47.18,2015-04-15 19:48:27,4279
152,0.0,0.0,40.97,2015-04-15 19:48:25,4279
153,0.0,0.0,41.24,2015-04-15 19:48:23,4279
154,0.0,0.0,44.49,2015-04-15 19:48:21,4279
155,0.0,0.0,45.59,2015-04-15 19:48:19,4279
156,0.0,0.0,45.1,2015-04-15 19:48:17,4279
157,0.0,0.0,47.57,2015-04-15 19:48:15,4279
158,0.0,0.0,49.04,2015-04-15 19:48:13,4279
159,0.0,0.0,48.12,2015-04-15 19:48:11,4279
